z,theta_v,Ep_obs,Fp,T90
1.305224162325592,3.9238944607010637,308.3123429435831,1.7085043682520853,1.1555416277250816
2.3477397432870877,2.0332249025584743,548.9271559450996,0.6802147491988403,1.9670352280160135
1.1711871481737024,2.524299280007977,832.2097322008044,31.200003567059408,0.12852195030823815
1.8885073818170404,4.302820527684668,459.46750346030694,2.527411333930997,0.14039764655301162
1.8629741249387681,5.425004681190443,61.01199710587983,1.4593075320415554,1.4874879645074772
1.6859871102467774,3.6456222593587433,418.23786868635915,2.1792948597711246,1.0918089040112298
2.101245306976326,3.209513095623602,234.27303505006964,2.4510991302916683,0.6306982196846885
1.2675602392269663,3.9199726787714946,1016.0356677370229,2.7931974240515576,1.1998794750014077
1.1280568398984192,1.1548937841047735,299.41582090945474,5.134202206952742,1.2664427256084547
1.9772959079145664,2.740833956853282,1780.1970285345221,4.693271705790683,0.41029754258588974
0.33522248146774514,3.0640092976143647,8111.871615962163,87.56801779036583,0.464050273228818
2.3522451177645807,3.226886731131402,198.20802671959544,1.0567838187764795,1.8538213592734571
2.586331107738146,3.950825329360683,231.22562213507098,0.5846002731608057,1.8528750411253856
1.0629092710616326,2.9435534929906533,1089.0875925435957,6.483998605213603,0.408588852200174
0.5378033965570697,3.111086864438166,889.572356502949,85.03831244011504,0.136509792641841
0.44783713771402933,3.9226533308872362,764.2236393440799,7.581783741484795,0.796164110104031
3.115262685211828,2.7914126237844115,412.6912559580325,3.204687384849095,0.2666857873397947
1.6550874870262007,1.5505742644655962,1810.839265067253,4.117894256606748,0.27467140304357607
2.3867475451753024,2.6506795130703704,304.2398530287226,7.679424013115951,0.10205703714264273
0.26664380710890123,3.72795857610792,759.3975306742988,9.25560512700951,1.879196771507029
0.4843084567716156,3.2442119291785785,1708.6281409719836,563.0583591326675,0.03268641731085329
1.3330957886180994,2.0253332942080906,1779.6924566910438,1.2736329783717697,1.6656284790587994
2.755596174819923,2.955478788416712,237.78640734245235,2.203553789982652,0.5378666283627812
0.9804587255103026,2.524299280007977,1161.1719204496612,5.923435744354368,0.6364230129666535
