#Redshift Merger_Rate_Density[Gpc^-3yr^-1]
7.575757575757524620e-02 4.688993048023903043e+00
2.272727272727266268e-01 6.332163336573700008e+00
3.787878787878780074e-01 8.617858837478753031e+00
5.303030303030293879e-01 1.150334105029599918e+01
6.818181818181816567e-01 1.499952062516844364e+01
8.333333333333330373e-01 1.898201242957052060e+01
9.848484848484844179e-01 2.362385626457287202e+01
1.136363636363635798e+00 2.891538762671381946e+01
1.287878787878787179e+00 3.429599619062201299e+01
1.439393939393939448e+00 3.933642813820109296e+01
1.590909090909090828e+00 4.381412567133823899e+01
1.742424242424242209e+00 4.746885633047426012e+01
1.893939393939393590e+00 4.975813229871834409e+01
2.045454545454544970e+00 5.032195935411558452e+01
2.196969696969696351e+00 4.950362298310334808e+01
2.348484848484847731e+00 4.735478241203337291e+01
2.500000000000000000e+00 4.441011547584626129e+01
2.651515151515151381e+00 4.059155607851240433e+01
2.803030303030302761e+00 3.650686013536156338e+01
2.954545454545454142e+00 3.208558072292360919e+01
3.106060606060605522e+00 2.790483236333219708e+01
3.257575757575756903e+00 2.390793492886298566e+01
3.409090909090908283e+00 2.052133254315606337e+01
3.560606060606060552e+00 1.738242880165445570e+01
3.712121212121211933e+00 1.471944077300719300e+01
3.863636363636363313e+00 1.264059853922208099e+01
4.015151515151514694e+00 1.101881342715609158e+01
4.166666666666666075e+00 9.806605329654722425e+00
4.318181818181818343e+00 8.908638668911217806e+00
4.469696969696969724e+00 8.326933742601045907e+00
4.621212121212121104e+00 7.812533911011597887e+00
4.772727272727272485e+00 7.497878530965891741e+00
4.924242424242423866e+00 7.465813362112929674e+00
5.075757575757575246e+00 7.325652517081126192e+00
5.227272727272726627e+00 7.059583446430599984e+00
5.378787878787878896e+00 7.082314542215823572e+00
5.530303030303030276e+00 6.373988107030031713e+00
5.681818181818181657e+00 5.726943504459978129e+00
5.833333333333333037e+00 5.033125586221624204e+00
5.984848484848484418e+00 4.687702120276321160e+00
6.136363636363635798e+00 4.560976384052011667e+00
6.287878787878787179e+00 4.103943393365519832e+00
6.439393939393939448e+00 3.886287539863077622e+00
6.590909090909090828e+00 3.697856576561006303e+00
6.742424242424242209e+00 3.528375406376225154e+00
6.893939393939393590e+00 3.394477074469971711e+00
7.045454545454544970e+00 3.248631845951766017e+00
7.196969696969697239e+00 3.083169510397779867e+00
7.348484848484847731e+00 2.904190305819625451e+00
7.500000000000000000e+00 2.702211130356265922e+00
7.651515151515150492e+00 2.489281083311745579e+00
7.803030303030302761e+00 2.249368365035335771e+00
7.954545454545455030e+00 2.012669096686643400e+00
8.106060606060605522e+00 1.766592871428115163e+00
8.257575757575757791e+00 1.533844648535510613e+00
8.409090909090908283e+00 1.322593087243088661e+00
8.560606060606060552e+00 1.163329405054801757e+00
8.712121212121212821e+00 1.056820151351034243e+00
8.863636363636363313e+00 9.562701034501631669e-01
9.015151515151515582e+00 8.506494506475672512e-01
9.166666666666666075e+00 7.735862967935254186e-01
9.318181818181818343e+00 6.507792081498444681e-01
9.469696969696968836e+00 5.259343761555476116e-01
9.621212121212121104e+00 4.315340718525162433e-01
9.772727272727273373e+00 3.424099533523284888e-01
9.924242424242423866e+00 2.702470452422660596e-01
1.007575757575757613e+01 2.072916274324394792e-01
1.022727272727272663e+01 1.590721454901219134e-01
1.037878787878787890e+01 1.150211971485349954e-01
1.053030303030302939e+01 7.743326001812282644e-02
1.068181818181818166e+01 4.988433098520883568e-02
1.083333333333333393e+01 3.199091165223237609e-02
1.098484848484848442e+01 2.007017198387392801e-02
1.113636363636363669e+01 1.628134812469612600e-02
1.128787878787878718e+01 7.117908373654700978e-03
1.143939393939393945e+01 4.244699216524317788e-03
1.159090909090908994e+01 2.447670431699757419e-03
1.174242424242424221e+01 1.494414302306037090e-03
1.189393939393939448e+01 8.150732911273777734e-04
1.204545454545454497e+01 5.079853030013009932e-04
1.219696969696969724e+01 5.561747825033651555e-04
1.234848484848484773e+01 7.127448278498898409e-04
1.250000000000000000e+01 8.907011446459766561e-04
1.265151515151515227e+01 2.179538573004103762e-03
1.280303030303030276e+01 1.194260695656893141e-03
1.295454545454545503e+01 1.214550711210455984e-03
1.310606060606060552e+01 1.205225894615813594e-03
1.325757575757575779e+01 1.178651042189170738e-03
1.340909090909091006e+01 1.144067054768617073e-03
1.356060606060606055e+01 1.106923090391557195e-03
1.371212121212121104e+01 1.069842651624535899e-03
1.386363636363636331e+01 1.033853776774607686e-03
1.401515151515151558e+01 1.941403102312377719e-03
1.416666666666666607e+01 9.113821034107622357e-04
1.431818181818181834e+01 1.244771495188033760e-18
1.446969696969696884e+01 0.000000000000000000e+00
1.462121212121212110e+01 0.000000000000000000e+00
1.477272727272727337e+01 0.000000000000000000e+00
1.492424242424242387e+01 0.000000000000000000e+00
