#Redshift Merger_Rate_Density[Gpc^-3yr^-1]
7.575757575757524620e-02 4.916291039520599426e+00
2.272727272727266268e-01 6.646710737502973032e+00
3.787878787878780074e-01 8.610201791328671916e+00
5.303030303030293879e-01 1.109050265221451248e+01
6.818181818181816567e-01 1.354636495999490720e+01
8.333333333333330373e-01 1.691863301246154450e+01
9.848484848484844179e-01 2.025609377093551799e+01
1.136363636363635798e+00 2.443457809757908805e+01
1.287878787878787179e+00 2.909551400651038477e+01
1.439393939393939448e+00 3.301023582090098074e+01
1.590909090909090828e+00 3.636151180209341760e+01
1.742424242424242209e+00 3.989559748133000028e+01
1.893939393939393590e+00 4.229615716476660481e+01
2.045454545454544970e+00 4.424065038210668632e+01
2.196969696969696351e+00 4.432018596233579899e+01
2.348484848484847731e+00 4.341579678872834336e+01
2.500000000000000000e+00 4.130225829559704920e+01
2.651515151515151381e+00 3.868385973091203311e+01
2.803030303030302761e+00 3.578282354188848302e+01
2.954545454545454142e+00 3.257226280809490504e+01
3.106060606060605522e+00 2.915941963644908341e+01
3.257575757575756903e+00 2.594296485569470434e+01
3.409090909090908283e+00 2.284309571839674291e+01
3.560606060606060552e+00 1.998315575883562190e+01
3.712121212121211933e+00 1.785769029552492881e+01
3.863636363636363313e+00 1.593027857178169349e+01
4.015151515151514694e+00 1.446984986441785992e+01
4.166666666666666075e+00 1.308136565076969937e+01
4.318181818181818343e+00 1.227165855304456166e+01
4.469696969696969724e+00 1.187452142068152838e+01
4.621212121212121104e+00 1.163329009167942907e+01
4.772727272727272485e+00 1.190873054757910587e+01
4.924242424242423866e+00 1.265723921557272647e+01
5.075757575757575246e+00 1.343707737119785151e+01
5.227272727272726627e+00 1.458161920463445327e+01
5.378787878787878896e+00 1.568416438800563562e+01
5.530303030303030276e+00 1.663132276072116511e+01
5.681818181818181657e+00 1.727576377976344091e+01
5.833333333333333037e+00 1.737924239185691988e+01
5.984848484848484418e+00 1.768132307970827455e+01
6.136363636363635798e+00 1.865078348549896603e+01
6.287878787878787179e+00 1.729024140067976845e+01
6.439393939393939448e+00 1.496548756108582623e+01
6.590909090909090828e+00 1.238620004633971661e+01
6.742424242424242209e+00 1.039834003422364539e+01
6.893939393939393590e+00 8.587213436614733908e+00
7.045454545454544970e+00 7.283776083522720768e+00
7.196969696969697239e+00 6.242421454921231572e+00
7.348484848484847731e+00 5.397270826398734123e+00
7.500000000000000000e+00 4.747266712033380465e+00
7.651515151515150492e+00 4.410440268152158616e+00
7.803030303030302761e+00 3.989472594790629323e+00
7.954545454545455030e+00 3.806533950575049285e+00
8.106060606060605522e+00 3.580560945170851550e+00
8.257575757575757791e+00 3.462462223831160646e+00
8.409090909090908283e+00 3.333012251359268596e+00
8.560606060606060552e+00 3.264324841959413526e+00
8.712121212121212821e+00 3.149475904092576162e+00
8.863636363636363313e+00 3.005577317198774079e+00
9.015151515151515582e+00 2.826393851478534724e+00
9.166666666666666075e+00 2.663535729597314106e+00
9.318181818181818343e+00 2.505443126257630659e+00
9.469696969696968836e+00 2.337606074893064267e+00
9.621212121212121104e+00 2.164712859023635527e+00
9.772727272727273373e+00 1.946504538527194406e+00
9.924242424242423866e+00 1.725204407137714169e+00
1.007575757575757613e+01 1.481852217974355623e+00
1.022727272727272663e+01 1.232719150634240757e+00
1.037878787878787890e+01 9.958506334032062313e-01
1.053030303030302939e+01 8.227756231603804427e-01
1.068181818181818166e+01 6.757837810361195796e-01
1.083333333333333393e+01 5.449000445396005032e-01
1.098484848484848442e+01 4.404339525797005828e-01
1.113636363636363669e+01 3.558025621351942336e-01
1.128787878787878718e+01 2.857080567791580594e-01
1.143939393939393945e+01 2.176006405139173094e-01
1.159090909090908994e+01 1.613577699040923408e-01
1.174242424242424221e+01 1.129807601602711153e-01
1.189393939393939448e+01 9.021235650407488649e-02
1.204545454545454497e+01 6.847424288019347827e-02
1.219696969696969724e+01 5.051964810038905157e-02
1.234848484848484773e+01 4.262822968183303113e-02
1.250000000000000000e+01 2.889210271471008215e-02
1.265151515151515227e+01 2.234276185268683698e-02
1.280303030303030276e+01 1.720631374165151536e-02
1.295454545454545503e+01 1.334730835445011032e-02
1.310606060606060552e+01 1.003562579590515022e-02
1.325757575757575779e+01 7.756893826363667546e-03
1.340909090909091006e+01 7.320491830003616335e-03
1.356060606060606055e+01 6.828139491280763897e-03
1.371212121212121104e+01 7.599472680073956696e-03
1.386363636363636331e+01 5.121031156572370367e-03
1.401515151515151558e+01 4.944507460634074182e-03
1.416666666666666607e+01 5.745937777063184204e-03
1.431818181818181834e+01 2.803003633138292320e-03
1.446969696969696884e+01 2.922198826033719069e-09
1.462121212121212110e+01 2.941379334105483432e-17
1.477272727272727337e+01 0.000000000000000000e+00
1.492424242424242387e+01 0.000000000000000000e+00
