NAME,OBSID,RA,DEC,START_TIME,PROCESSING_DATE,XRT_EXPOSURE,UVOT_EXPOSURE,BAT_EXPOSURE,ARCHIVE_DATE,AF_INSAA,AF_INSLEW,AF_ONSOURCE,AF_TOTAL,ATT_FLAG,BAT_EXPO_EV,BAT_EXPO_MT,BAT_EXPO_PL,BAT_EXPO_RT,BAT_EXPO_SV,BAT_NO_MASKTAG,BII,CYCLE,GRB_FLAG,LII,NUM_PROCESSED,OBS_SEGMENT,ORIG_OBS_SEGMENT,ORIG_OBSID,ORIG_TARGET_ID,PI,PRNB,PROCESSING_VERSION,ROLL_ANGLE,SAA_FRACTION,SOFTWARE_VERSION,STOP_TIME,TARGET_ID,TDRSS_FLAG,UVOT_EXPO_BB,UVOT_EXPO_BL,UVOT_EXPO_GU,UVOT_EXPO_GV,UVOT_EXPO_M2,UVOT_EXPO_MG,UVOT_EXPO_UU,UVOT_EXPO_VV,UVOT_EXPO_W1,UVOT_EXPO_W2,UVOT_EXPO_WH,XRT_EXPO_IM,XRT_EXPO_LR,XRT_EXPO_PC,XRT_EXPO_PU,XRT_EXPO_WT,TRIG_TIME_MJD,mjd_utc
GRB130925a                                                                      ,00571830073,41.10951,-26.11534,56711.6180439815,           58150,5863.235,5854.841,5905.0,56722,0.0,851.60145,5884.99547,6736.59692,112 ,0.0,6568.0,0.0,6758.4,5905.0,1,-64.77751,0,Y,217.11578,8,73,73,00571830073,571830,Swift                       ,1,3.17.16                                                                         ,269.8592,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56712.9869675926,571830,Y,0.0,0.0,0.0,0.0,0.0,0.0,4877.059,0.0,977.782,0.0,0.0,0.0,0.0,5863.235,0.0,0.0,56711.6180439815,56711.6180439815
GRB050219a                                                                      ,00106415001,166.41821,-40.68301,53420.6574074074,           56927,5852.126,9274.848,8006.0,53431,739.67212,340.80868,10010.39004,10351.19872,112 ,0.0,17232.0,8636.0,8628.8,8006.0,2,17.88202,0,Y,282.15019,25,1,1,00106415001,106415,Swift                       ,1,3.16.06                                                                         ,163.6489,0.06538,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53420.9228472222,106415,N,1380.483,0.0,0.0,0.0,698.56,0.0,1799.536,1799.536,1797.186,1799.547,0.0,0.0,32.93,2174.95,0.0,3644.246,53420.6574074074,53420.6574074074
GRB110223a                                                                      ,00446674018,346.05097,87.59717,55630.0229166667,           57636,5851.482,5915.367,5987.0,55641,0.0,776.40068,5929.99746,6706.39814,112 ,0.0,20136.0,6758.0,6721.6,5987.0,3,24.97865,0,Y,121.73666,6,18,18,00446674018,446674,Swift                       ,1,3.17.06                                                                         ,173.96481,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55630.2595023148,446674,N,0.0,0.0,0.0,0.0,5915.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5851.482,0.0,0.0,55630.0229166667,55630.0229166667
GRB080604                                                                       ,00313116003,236.93588,20.58583,54625.1353703704,           57298,5851.015,5844.413,6030.0,54636,0.0,882.20087,5884.99247,6767.19334,112 ,0.0,20448.0,6758.0,6798.4,6030.0,4,49.36564,0,Y,33.48283,17,3,3,00313116003,313116,Swift                       ,1,3.17.01                                                                         ,323.27946,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54626.4453240741,313116,N,0.0,0.0,0.0,0.0,1763.667,0.0,0.0,0.0,0.0,4080.746,0.0,0.0,0.0,5851.015,0.0,0.0,54625.1353703704,54625.1353703704
GRB081121                                                                       ,00335105002,89.2596,-60.59761,54792.3574421296,           57351,5849.559,5813.323,6036.0,54803,0.0,735.64179,5889.95961,6625.6014,112 ,0.0,19952.0,0.0,6656.0,6036.0,3,-29.99934,0,Y,269.49693,12,2,2,00335105002,335105,Swift                       ,1,3.17.01                                                                         ,160.60196,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54792.9132175926,335105,N,0.0,0.0,0.0,0.0,1607.706,0.0,821.313,899.326,1519.399,965.579,0.0,0.0,0.0,5809.388,0.0,40.171,54792.3574421296,54792.3574421296
GRB080805                                                                       ,00319036006,314.21336,-62.45232,54687.9993171296,           57310,5845.372,6035.846,6160.0,54698,4242.19838,577.80123,6054.99635,6632.79758,112 ,0.0,20016.0,6696.0,6660.8,6160.0,5,-38.20346,0,Y,333.1038,12,6,6,00319036006,319036,Swift                       ,1,3.17.01                                                                         ,197.14952,0.64905,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54688.4980902778,319036,N,0.0,0.0,0.0,0.0,0.0,0.0,6035.846,0.0,0.0,0.0,0.0,0.0,0.0,5845.372,0.0,0.0,54687.9993171296,54687.9993171296
GRB090306b                                                                      ,00020101001,231.18246,-6.95295,54897.7356481481,           57384,5841.983,5795.428,5963.0,54908,0.0,559.00055,5894.99714,6453.99768,112 ,0.0,18888.0,0.0,6468.8,5963.0,3,39.63442,0,Y,355.99133,12,1,1,00020101001,20101,Swift                       ,1,3.17.01                                                                         ,109.97938,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    , 54897.935462963,20101,N,403.342,0.0,0.0,0.0,1159.803,0.0,561.046,403.33,1653.625,1614.282,0.0,0.0,0.0,5841.983,0.0,0.0,54897.7356481481,54897.7356481481
GRB050906                                                                       ,00153866000,52.76944,-14.66008,53619.4278587963,           57035,5840.929,0.0,9027.072,53630,277.45414,263.80198,6010.0082,6273.81018,110 ,602.072,19408.0,7552.0,7486.4,8425.0,5,-50.8818,0,Y,202.60189,12,0,0,00153866000,153866,Swift                       ,1,3.16.07                                                                         ,89.32904,0.04617,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53619.5840509259,153866,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.489,0.0,5721.498,0.0,116.942,53619.4278587963,53619.4278587963
GRB090401b                                                                      ,00348152005,95.06037,-8.94497,54925.2888888889,           57434,5840.546,5837.044,5925.0,54936,0.0,1028.79965,5849.99786,6878.7975,112 ,0.0,18936.0,0.0,6894.4,5925.0,3,-10.96456,0,Y,217.44533,6,5,5,00348152005,348152,Swift                       ,1,3.17.02                                                                         ,268.42562,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,54925.5941087963,348152,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5837.044,0.0,0.0,0.0,5840.546,0.0,0.0,54925.2888888889,54925.2888888889
GRB170803a                                                                      ,00766081003,174.90195,-16.31886,57971.0520486111,           57981,5839.168,5830.213,5882.0,57982,838.1986,1079.02719,5859.98141,6939.0086,112 ,0.0,13368.0,0.0,6961.6,5882.0,4,43.18849,0,Y,278.98895,16,3,3,00766081003,766081,Swift                       ,1,3.17.14                                                                         ,297.21645,0.11092,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_12                   ,57971.6305671296,766081,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5830.213,0.0,0.0,0.0,0.0,5839.038,0.0,0.13,57971.0520486111,57971.0520486111
GRB150403a                                                                      ,00637044002,311.48984,-62.71248,57117.1821759259,           57127,5836.668,5741.498,5955.0,57128,289.36302,1037.20037,5925.01021,6962.21058,112 ,0.0,20144.0,0.0,6990.4,5955.0,3,-36.92337,0,Y,333.15399,15,2,2,00637044002,637044,Swift                       ,1,3.16.08                                                                         ,62.31121,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,57117.5324768519,637044,Y,1438.031,0.0,0.0,0.0,0.0,0.0,2388.627,799.125,0.0,0.0,1115.715,0.0,0.0,5836.556,0.0,0.112,57117.1821759259,57117.1821759259
GRB121024a                                                                      ,00536580001,70.45303,-12.32402,56224.6395717593,           57931,5835.486,5868.389,5933.0,56235,1202.79946,2384.0025,5944.99954,8329.00204,112 ,0.0,16552.0,0.0,8380.8,5933.0,5,-34.2842,0,Y,209.54725,11,1,1,00536580001,536580,Swift                       ,1,3.17.13                                                                         ,127.50197,0.15896,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56225.4313657407,536580,Y,0.0,0.0,0.0,0.0,0.0,0.0,5868.389,0.0,0.0,0.0,0.0,0.0,0.0,5543.346,0.0,292.14,56224.6395717593,56224.6395717593
GRB141031a                                                                      ,00617110006,128.61626,-59.16071,56964.3631828704,           58192,5833.187,5827.444,5863.0,56975,1675.99784,557.79936,5844.99676,6402.79612,112 ,0.0,19208.0,0.0,6419.2,5863.0,6,-11.1427,0,Y,274.86055,12,6,6,00617110006,617110,Swift                       ,1,3.17.16                                                                         ,101.58846,0.26262,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56964.9995949074,617110,Y,0.0,0.0,0.0,0.0,0.0,0.0,5827.444,0.0,0.0,0.0,0.0,0.0,0.0,5833.187,0.0,0.0,56964.3631828704,56964.3631828704
GRB120102a                                                                      ,00510922001,276.14563,24.74292,55928.5618055556,           57946,5832.664,5762.825,5796.0,55939,115.74574,1074.00589,5854.98497,6928.99086,112 ,0.0,19984.0,0.0,6657.6,5796.0,6,16.57965,0,Y,52.69586,13,1,1,00510922001,510922,Swift                       ,1,3.17.13                                                                         ,176.56053,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55928.9636111111,510922,Y,1713.578,0.0,0.0,0.0,899.812,0.0,1034.59,0.0,1846.668,196.408,71.769,0.0,0.0,5785.846,0.0,46.818,55928.5618055556,55928.5618055556
"Burst (104.225, 39.315)                                                         ",00853882000,104.21032,39.33293,58348.5101157407,           58358,5831.212,5926.742,9618.088,58359,0.0,347.99974,6015.00034,6363.00008,112 ,1202.088,14048.0,0.0,7408.0,8416.0,2,17.77275,0,Y,177.22517,9,0,0,00853882000,853882,Swift                       ,1,3.18.03                                                                         ,112.13315,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58348.6705555556,853882,Y,478.597,0.0,0.0,0.0,478.608,0.0,476.523,1180.225,478.619,1178.647,1655.523,2.589,0.0,5618.803,0.0,209.82,58348.5101157407,58348.5101157407
GRB130418a                                                                      ,00553847006,148.97346,13.65795,56406.1096990741,           58066,5829.107,5821.829,5851.0,56417,0.0,568.7987,5839.99824,6408.79694,112 ,0.0,19152.0,0.0,6420.8,5851.0,3,46.96724,0,Y,222.13956,6,6,6,00553847006,553847,Swift                       ,1,3.17.15                                                                         ,294.70354,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   , 56406.347974537,553847,Y,0.0,0.0,0.0,0.0,5821.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5829.032,0.0,0.075,56406.1096990741,56406.1096990741
GRB110223a                                                                      ,00446674015,345.84753,87.59085,55627.2826388889,           57636,5828.451,5822.656,5911.0,55638,0.0,441.60066,5839.99677,6281.59744,112 ,0.0,18824.0,6200.0,6297.6,5911.0,3,24.97678,0,Y,121.72512,8,15,15,00446674015,446674,Swift                       ,1,3.17.06                                                                         ,176.95704,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55627.5864699074,446674,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5822.656,0.0,0.0,0.0,0.0,5828.392,0.0,0.059,55627.2826388889,55627.2826388889
GRB050701                                                                       ,00143708007,227.24866,-59.40636,53558.9993171296,           56993,5827.606,5938.756,6442.0,53569,950.47082,1138.20007,6874.99371,8013.19378,112 ,0.0,17328.0,8320.0,8048.0,6442.0,3,-1.07275,0,Y,319.64078,26,7,7,00143708007,143708,Swift                       ,1,3.16.06                                                                         ,262.59026,0.11842,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53559.9472453704,143708,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5938.756,0.0,0.0,0.0,0.0,0.0,5607.209,0.0,220.397,53558.9993171296,53558.9993171296
GRB050219a                                                                      ,00106415002,166.36158,-40.67549,53446.3944675926,           56937,5827.518,5928.055,6008.0,53457,0.0,1218.60053,5944.99619,7163.59672,112 ,0.0,16.0,0.0,7184.0,6008.0,2,17.87096,0,Y,282.10587,20,2,2,00106415002,106415,Swift                       ,1,3.16.06                                                                         ,196.57054,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53447.0229861111,106415,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5928.055,0.0,0.0,0.0,0.0,0.0,5827.518,0.0,0.0,53446.3944675926,53446.3944675926
GRB110223a                                                                      ,00446674017,346.19039,87.59451,55629.0243055556,           57636,5826.838,5883.117,5991.0,55640,0.0,973.40075,5909.99801,6883.39876,112 ,0.0,20696.0,6758.0,6902.4,5991.0,3,24.97368,0,Y,121.74115,6,17,17,00446674017,446674,Swift                       ,1,3.17.06                                                                         ,168.57491,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55629.3929050926,446674,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5883.117,0.0,0.0,0.0,5826.769,0.0,0.069,55629.0243055556,55629.0243055556
GRB051109b                                                                      ,00163170003,345.49012,38.68566,53685.0347337963,           57050,5825.894,0.0,4714.0,53696,0.0,998.99651,5944.99511,6943.99162,110 ,0.0,15728.0,5436.0,5267.2,4714.0,4,-19.38634,0,Y,100.57193,18,3,3,00163170003,163170,Swift                       ,1,3.16.07                                                                         ,283.37047,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53686.0070486111,163170,N,0.0,5922.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5635.384,0.0,190.51,53685.0347337963,53685.0347337963
GRB 130608A                                                                     ,00557771000,24.60067,41.51204,56451.9572916667,           58068,5825.319,6047.374,9942.336,56462,0.0,415.40076,6109.99798,6525.39874,112 ,1559.336,12984.0,0.0,7505.6,8383.0,2,-20.50432,0,Y,132.29466,8,0,0,00557771000,557771,Swift                       ,1,3.17.15                                                                         ,96.06504,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56452.1188888889,557771,Y,458.859,0.0,0.0,0.0,1151.693,0.0,688.873,1172.336,439.11,1228.361,908.142,5.078,0.0,5721.618,0.0,98.623,56451.9572916667,56451.9572916667
GRB101213a                                                                      ,00440285006,241.27953,21.94665,55552.0618055556,           57622,5821.723,5817.681,5888.0,55563,6523.79726,693.80062,5829.99664,6523.79726,112 ,0.0,19536.0,6510.0,6537.6,5888.0,3,45.91191,0,Y,37.21288,9,6,6,00440285006,440285,Swift                       ,1,3.17.06                                                                         ,140.24152,1.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55552.3398726852,440285,N,0.0,0.0,0.0,0.0,0.0,0.0,5817.681,0.0,0.0,0.0,0.0,0.0,0.0,5821.568,0.0,0.155,55552.0618055556,55552.0618055556
GRB080319d                                                                      ,00306793004,99.41921,23.97199,54547.0395949074,           57280,5820.72,5615.342,5951.0,54558,117.87252,1150.59575,5834.98221,6985.57796,112 ,0.0,19760.0,8010.0,7009.6,5951.0,3,7.84316,0,Y,189.96209,20,4,4,00306793004,306793,Swift                       ,1,3.16.09                                                                         ,283.86934,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54547.6314467593,306793,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5615.342,0.0,0.0,5820.72,0.0,0.0,54547.0395949074,54547.0395949074
GRB090618                                                                       ,00355083006,294.00291,78.34511,55002.4284722222,           57437,5819.449,5746.726,5883.0,55013,3297.39904,459.20274,5834.99516,6294.1979,112 ,0.0,18912.0,0.0,6302.4,5883.0,4,24.32014,0,Y,110.36912,7,6,6,00355083006,355083,Swift                       ,1,3.17.02                                                                         ,32.55389,0.53299,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55003.0162268519,355083,N,1460.107,0.0,0.0,0.0,0.0,0.0,1460.085,1366.438,0.0,0.0,1460.096,0.0,0.0,5819.449,0.0,0.0,55002.4284722222,55002.4284722222
GRB060211a                                                                      ,00181126004,58.38176,21.48925,53784.3144097222,           57063,5814.026,0.0,5754.0,53795,57.8726,842.39955,7464.99345,8307.393,110 ,0.0,23912.0,0.0,8376.0,5754.0,5,-24.40409,0,Y,169.73973,35,4,4,00181126004,181126,Swift                       ,1,3.16.07                                                                         ,264.06614,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53786.7935185185,181126,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4283.649,0.0,1530.377,53784.3144097222,53784.3144097222
GRB061021                                                                       ,00234905033,145.15394,-21.95423,54064.9840393519,           57178,5806.752,6025.983,6195.0,54075,58.27308,1216.79198,6039.99754,7256.78952,112 ,0.0,21848.0,0.0,7284.8,6195.0,14,22.64383,0,Y,254.9138,19,33,33,00234905033,234905,Swift                       ,1,3.16.09                                                                         ,117.99995,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54065.9202777778,234905,N,0.0,0.0,0.0,0.0,6025.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5785.131,0.0,21.621,54064.9840393519,54064.9840393519
GRB071021                                                                       ,00294974005,340.63284,23.70114,54398.0284722222,           57237,5802.95,3808.531,6007.0,54409,231.89076,1515.59377,5829.99189,7345.58566,122 ,0.0,21672.0,7180.0,7385.6,6007.0,9,-30.40368,0,Y,88.44996,18,5,5,00294974005,294974,Swift                       ,1,3.16.09                                                                         ,286.8855,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54398.9999768519,294974,N,0.0,1954.096,0.0,0.0,3139.837,0.0,0.0,668.694,0.0,0.0,0.0,0.0,0.0,5802.95,0.0,0.0,54398.0284722222,54398.0284722222
GRB090817                                                                       ,00020108004,63.974,44.12362,55066.0583333333,           57487,5796.79,5885.378,6084.0,55077,0.0,711.00019,5984.99543,6695.99562,112 ,0.0,20088.0,0.0,6718.4,6084.0,4,-4.79551,0,Y,157.03826,13,4,4,00020108004,20108,Swift                       ,1,3.17.03                                                                         ,73.15704,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55067.0378819444,20108,N,1812.554,0.0,0.0,0.0,0.0,0.0,2036.434,2036.39,0.0,0.0,0.0,0.0,0.0,5796.79,0.0,0.0,55066.0583333333,55066.0583333333
GRB 120811C                                                                     ,00530689002,199.62328,62.31463,56151.1036689815,           57946,5796.72,5842.659,5955.0,56162,1975.41672,1987.60311,5924.99105,7912.59416,112 ,0.0,22448.0,0.0,7939.2,5955.0,7,54.52847,0,Y,117.52101,15,2,2,00530689002,530689,Swift                       ,1,3.17.13                                                                         ,257.58541,0.22278,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56151.7984490741,530689,Y,0.0,0.0,0.0,0.0,0.0,0.0,5295.04,0.0,0.0,0.0,547.619,0.0,0.0,5754.781,0.0,41.939,56151.1036689815,56151.1036689815
GRB080411                                                                       ,00309010003,37.97738,-71.24346,54572.1458449074,           57295,5796.017,6019.132,6450.0,54583,240.65366,992.71975,6364.99075,7357.7105,112 ,0.0,21216.0,7565.0,7393.6,6450.0,4,-43.6998,0,Y,292.0496,17,3,3,00309010003,309010,Swift                       ,1,3.17.01                                                                         ,341.56315,0.03781,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54572.9894675926,309010,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.949,0.0,0.0,2920.183,0.0,0.0,5796.017,0.0,0.0,54572.1458449074,54572.1458449074
GRB120308a                                                                      ,00517234003,219.07416,79.66896,55995.2708333333,           57946,5794.341,5816.403,5986.0,56006,0.0,694.53888,5899.99689,6594.53578,112 ,0.0,19848.0,0.0,6609.6,5986.0,4,36.28352,0,Y,117.29211,14,3,3,00517234003,517234,Swift                       ,1,3.17.13                                                                         ,41.44873,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55995.6233101852,517234,Y,0.0,0.0,0.0,0.0,0.0,0.0,2668.743,3147.66,0.0,0.0,0.0,0.0,0.0,5794.341,0.0,0.0,55995.2708333333,55995.2708333333
GRB070125                                                                       ,00020047002,117.87696,31.13525,54126.6370601852,           57192,5792.557,6893.338,7034.0,54137,0.0,585.00012,6994.99796,7579.99808,112 ,0.0,7632.0,0.0,7585.6,7034.0,4,25.66826,0,Y,189.45645,7,2,2,00020047002,20047,Swift                       ,1,3.16.09                                                                         ,346.59972,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54126.8034490741,20047,N,606.336,0.0,0.0,0.0,1432.747,0.0,606.336,606.27,1213.302,2428.347,0.0,0.0,0.0,4612.81,0.0,1179.747,54126.6370601852,54126.6370601852
GRB130831a                                                                      ,00568849011,358.62061,29.39713,56548.2729050926,           58077,5791.879,5780.401,5840.0,56559,0.0,935.40005,5824.99649,6760.39654,112 ,0.0,20312.0,0.0,6782.4,5840.0,6,-31.85332,0,Y,108.31896,8,11,11,00568849011,568849,Swift                       ,1,3.17.15                                                                         ,29.86378,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56548.7106712963,568849,N,0.0,0.0,0.0,0.0,0.0,0.0,5780.401,0.0,0.0,0.0,0.0,0.0,0.0,5791.814,0.0,0.065,56548.2729050926,56548.2729050926
GRB110223a                                                                      ,00446674009,346.01956,87.58312,     55621.66875,           57636,5789.582,5777.742,5870.0,55632,0.0,847.12816,5809.99633,6657.1245,112 ,0.0,19376.0,6696.0,6664.0,5870.0,3,24.96664,0,Y,121.72849,12,9,9,00446674009,446674,Swift                       ,1,3.17.06                                                                         ,175.35347,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55621.9728472222,446674,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5777.742,0.0,0.0,0.0,5789.35,0.0,0.232,55621.66875,55621.66875
GRB090625b                                                                      ,00020105000,2.29191,-65.75686,55007.6030324074,           57437,5788.957,5764.623,5724.0,55018,1539.78034,375.40012,7259.998,7635.39812,112 ,0.0,22848.0,0.0,7644.8,5724.0,5,-50.80601,0,Y,309.77562,6,0,0,00020105000,20105,Swift                       ,1,3.17.02                                                                         ,81.9194,0.21209,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    , 55007.765150463,20105,Y,419.67,0.0,0.0,0.0,1099.541,0.0,1663.312,223.637,1809.134,199.784,349.545,5.078,0.0,5776.812,0.0,7.067,55007.6030324074,55007.6030324074
GRB060213                                                                       ,00020031001,141.55748,-9.15703,53781.5640393519,           57059,5785.155,6271.852,6416.0,53792,0.0,423.00154,6374.99838,6797.99992,112 ,0.0,6800.0,0.0,6811.2,6416.0,1,28.47514,0,Y,241.7033,13,1,1,00020031001,20031,Swift                       ,1,3.16.07                                                                         ,221.55636,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53781.7152314815,20031,N,899.018,0.0,0.0,0.0,1646.222,0.0,0.0,1035.826,892.541,1798.245,0.0,0.0,0.0,5103.333,0.0,681.822,53781.5640393519,53781.5640393519
GRB050318                                                                       ,00111529003,49.65763,-46.41468,53454.0583449074,           56937,5784.335,7187.496,8382.0,53465,1733.61784,1861.84683,9194.94279,11056.78962,112 ,0.0,176.0,0.0,11104.0,8382.0,3,-55.24752,0,Y,256.50743,32,3,3,00111529003,111529,Swift                       ,1,3.16.06                                                                         ,307.49994,0.14534,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53455.0314699074,111529,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.496,0.0,0.0,0.0,0.0,20.987,4014.539,1.372,1747.437,53454.0583449074,53454.0583449074
GRB070328                                                                       ,00272773006,65.0788,-34.05814,54193.0416666667,           57204,5776.573,5822.69,6087.0,54204,0.0,3200.60139,5894.99137,9095.59276,112 ,0.0,27384.0,0.0,9129.6,6087.0,6,-44.99812,0,Y,235.1148,19,6,6,00272773006,272773,Swift                       ,1,3.16.09                                                                         ,288.88236,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54194.0164236111,272773,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5822.69,0.0,0.0,0.0,5658.696,0.0,117.877,54193.0416666667,54193.0416666667
GRB 130527A                                                                     ,00556753001,309.28451,-24.76178,56439.6526273148,           58068,5772.236,4341.52,5802.0,56450,0.0,649.8045,5789.99294,6439.79744,112 ,0.0,18776.0,0.0,6448.0,5802.0,3,-33.41091,0,Y,19.88087,8,1,1,00556753001,556753,Swift                       ,1,3.17.15                                                                         ,84.23221,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56439.9235763889,556753,Y,920.697,0.0,0.0,0.0,199.773,0.0,1089.28,199.762,1099.552,199.773,632.683,0.0,0.0,5760.069,0.0,12.167,56439.6526273148,56439.6526273148
GRB111020a                                                                      ,00505926006,287.05033,-38.00325,55857.0104282407,           57674,5771.855,0.0,5809.0,55868,597.39932,486.18095,5789.99589,6276.17684,110 ,0.0,18872.0,0.0,6291.2,5809.0,3,-19.3903,0,Y,359.35299,10,6,6,00505926006,505926,Swift                       ,1,3.17.06                                                                         ,267.23716,0.09067,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55857.4250694444,505926,Y,0.0,4688.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5771.855,0.0,0.0,55857.0104282407,55857.0104282407
GRB100316c                                                                      ,00416115000,32.33702,-67.96137,55271.3625462963,           57565,5771.632,5335.797,9275.021,55282,3360.5444,286.0441,6964.954,7250.9981,112 ,1142.021,20528.0,0.0,7377.6,8133.0,3,-47.51939,0,Y,292.2554,11,0,0,00416115000,416115,Swift                       ,1,3.17.04                                                                         ,321.22152,0.44142,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55271.5673726852,416115,Y,557.637,0.0,0.0,0.0,891.582,0.0,787.695,1356.542,347.25,557.714,837.377,5.078,0.0,5758.506,0.0,8.048,55271.3625462963,55271.3625462963
