NAME,OBSID,RA,DEC,START_TIME,PROCESSING_DATE,XRT_EXPOSURE,UVOT_EXPOSURE,BAT_EXPOSURE,ARCHIVE_DATE,AF_INSAA,AF_INSLEW,AF_ONSOURCE,AF_TOTAL,ATT_FLAG,BAT_EXPO_EV,BAT_EXPO_MT,BAT_EXPO_PL,BAT_EXPO_RT,BAT_EXPO_SV,BAT_NO_MASKTAG,BII,CYCLE,GRB_FLAG,LII,NUM_PROCESSED,OBS_SEGMENT,ORIG_OBS_SEGMENT,ORIG_OBSID,ORIG_TARGET_ID,PI,PRNB,PROCESSING_VERSION,ROLL_ANGLE,SAA_FRACTION,SOFTWARE_VERSION,STOP_TIME,TARGET_ID,TDRSS_FLAG,UVOT_EXPO_BB,UVOT_EXPO_BL,UVOT_EXPO_GU,UVOT_EXPO_GV,UVOT_EXPO_M2,UVOT_EXPO_MG,UVOT_EXPO_UU,UVOT_EXPO_VV,UVOT_EXPO_W1,UVOT_EXPO_W2,UVOT_EXPO_WH,XRT_EXPO_IM,XRT_EXPO_LR,XRT_EXPO_PC,XRT_EXPO_PU,XRT_EXPO_WT,TRIG_TIME_MJD,mjd_utc
GRB051221a                                                                      ,00173780007,328.70739,16.89364,53729.0291898148,           57050,96249.014,96001.03,86650.0,53740,0.0,713.4032,96584.97468,97298.37788,112 ,0.0,284312.0,0.0,97446.4,86650.0,3,-28.58728,0,Y,73.5522,42,7,7,00173780007,173780,Swift                       ,1,3.16.07                                                                         ,224.66184,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53732.0002662037,173780,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49002.701,0.0,0.0,46998.329,0.0,0.0,95832.822,0.0,416.192,53729.0291898148,53729.0291898148
GRB050603                                                                       ,00131560002,39.95079,-25.21897,53524.9993171296,           56979,81372.946,64004.297,82323.0,53535,0.0,7699.88389,82109.87195,89809.75584,112 ,0.0,88984.0,4032.0,89286.4,82323.0,2,-65.6584,0,Y,214.59248,42,2,2,00131560002,131560,Swift                       ,1,3.16.06                                                                         ,37.50837,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53527.9496527778,131560,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64004.297,0.0,0.0,0.0,0.0,0.0,81079.005,0.0,293.941,53524.9993171296,53524.9993171296
GRB051117a                                                                      ,00164268014,228.46115,30.87659,53707.0416782407,           57050,70735.384,0.0,71955.0,53718,0.0,0.0,0.0,0.0,110 ,0.0,239192.0,0.0,79854.4,71955.0,3,58.76903,0,Y,48.42794,5,14,8,00020023008,20023,Swift                       ,1,3.16.07                                                                         ,146.36382,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53710.0053587963,164268,N,0.0,43469.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70552.413,0.0,182.971,53707.0416782407,53707.0416782407
GRB050803                                                                       ,00148833003,350.64958,5.7499,53588.0181944444,           57011,68647.125,66103.023,69816.0,53599,1508.52206,8306.54563,69529.97317,77836.5188,112 ,0.0,233528.0,78080.0,77990.4,69816.0,7,-50.72593,0,Y,86.48168,52,3,3,00148833003,148833,Swift                       ,1,3.16.06                                                                         ,49.28614,0.0217,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53591.0353703704,148833,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66103.023,0.0,0.0,0.0,0.0,0.0,68530.459,0.0,116.666,53588.0181944444,53588.0181944444
GRB051117b                                                                      ,00164279003,85.18906,-19.29861,53693.0375115741,           57050,67050.986,66931.112,68969.0,53704,1058.81494,6840.96668,68439.97948,75280.94616,112 ,0.0,191648.0,75500.0,75388.8,68969.0,8,-23.93292,0,Y,223.2365,41,3,3,00164279003,164279,Swift                       ,1,3.16.07                                                                         ,152.66738,0.0047,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   , 53695.998275463,164279,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66931.112,0.0,0.0,0.0,0.0,0.0,66876.712,0.0,174.274,53693.0375115741,53693.0375115741
GRB051109a                                                                      ,00163136017,330.31229,40.83511,53698.0215393519,           57050,66818.943,0.0,70094.0,53709,60.05472,5848.16147,69509.97507,75358.13654,110 ,0.0,150576.0,75198.0,75481.6,70094.0,4,-11.41521,0,Y,91.47001,40,17,17,00163136017,163136,Swift                       ,1,3.16.07                                                                         ,260.9169,0.00086,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53701.0043402778,163136,N,0.0,69287.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64574.107,0.0,2244.836,53698.0215393519,53698.0215393519
GRB060105                                                                       ,00175942002,297.48792,46.32851,53742.0104166667,           57063,66575.606,61959.521,66937.0,53753,0.0,5749.40156,67009.96158,72759.36314,112 ,0.0,215432.0,0.0,71838.4,66937.0,5,10.05608,0,Y,80.20046,43,2,2,00175942002,175942,Swift                       ,1,3.16.07                                                                         ,180.10422,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53744.7058680556,175942,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61959.521,0.0,0.0,0.0,0.0,0.0,66146.168,0.0,429.438,53742.0104166667,53742.0104166667
GRB051117a                                                                      ,00164268009,228.43507,30.88454,53698.0027893518,           57050,64673.909,0.0,65562.0,53709,0.0,0.0,0.0,0.0,110 ,0.0,218480.0,73084.0,72907.2,65562.0,4,58.7917,0,Y,48.44162,5,9,3,00020023003,20023,Swift                       ,1,3.16.07                                                                         ,155.45049,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53700.9687384259,164268,N,0.0,44984.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64431.808,0.0,242.101,53698.0027893518,53698.0027893518
GRB051221a                                                                      ,00173780005,328.70407,16.89408, 53727.020150463,           57050,64571.336,64232.1,58181.0,53738,293.6176,474.19895,64859.98119,65334.18014,112 ,0.0,196128.0,0.0,65436.8,58181.0,3,-28.58472,0,Y,73.54999,32,5,5,00173780005,173780,Swift                       ,1,3.16.07                                                                         ,228.01118,0.0038,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53728.9902430556,173780,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32400.671,0.0,0.0,31831.429,0.0,0.0,64083.173,0.0,488.163,53727.020150463,53727.020150463
GRB051221a                                                                      ,00173780011,328.66944,16.87305,53734.0479282407,           57050,63693.534,0.0,64429.0,53745,57.8726,6155.80037,64044.98447,70200.78484,110 ,0.0,140488.0,0.0,70281.6,64429.0,5,-28.57621,0,Y,73.50635,33,11,11,00173780011,173780,Swift                       ,1,3.16.07                                                                         ,223.45202,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53736.0006712963,173780,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63602.338,0.0,91.196,53734.0479282407,53734.0479282407
GRB060923a                                                                      ,00230662001,254.6195,12.3454,54001.8647453704,           57121,63062.196,64831.854,65810.0,54012,479.63586,3651.40047,65464.99479,69116.39526,112 ,0.0,207592.0,0.0,69198.4,65810.0,7,30.5883,0,Y,31.56846,33,1,1,00230662001,230662,Swift                       ,1,3.16.08                                                                         ,257.19056,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54003.5714467593,230662,N,0.0,0.0,0.0,0.0,19624.927,0.0,6543.173,0.0,13083.002,25580.752,0.0,0.0,0.0,56267.01,0.0,6795.186,54001.8647453704,54001.8647453704
GRB060319                                                                       ,00202035011,176.38813,60.00665,53826.0194444444,           57086,61329.034,60091.13,62007.0,53837,661.6683,4439.62596,61569.952,66009.57796,112 ,0.0,187136.0,0.0,66123.2,62007.0,9,55.24191,0,Y,137.32758,88,11,11,00202035011,202035,Swift                       ,1,3.16.07                                                                         ,351.84655,0.01075,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53828.9777430556,202035,N,0.0,0.0,0.0,0.0,18335.657,0.0,6107.042,0.0,12222.591,23425.84,0.0,0.0,0.0,61207.361,0.0,121.673,53826.0194444444,53826.0194444444
GRB050607                                                                       ,00132247010,300.14838,9.08894,53546.0632060185,           56979,60298.489,59635.093,61030.0,53557,120.0,4350.09172,61174.84692,65524.93864,112 ,0.0,129784.0,64832.0,64945.6,61030.0,3,-10.90283,0,Y,49.15904,40,10,10,00132247010,132247,Swift                       ,1,3.16.06                                                                         ,43.81017,0.00196,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   , 53549.026400463,132247,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59635.093,0.0,0.0,0.0,0.0,0.0,60167.062,0.0,131.427,53546.0632060185,53546.0632060185
GRB060512                                                                       ,00209755000,195.79827,41.20891,53867.9565277778,           57084,59943.41,59356.211,64346.05,53878,4800.41482,3771.00195,64364.98241,68135.98436,112 ,1202.05,204760.0,0.0,68600.0,63144.0,5,75.71344,0,Y,113.93974,38,0,0,00209755000,209755,Swift                       ,1,3.16.07                                                                         ,324.94892,0.07458,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53869.6934837963,209755,Y,5856.506,0.0,0.0,0.0,12391.008,0.0,11779.85,7590.264,13762.322,6598.658,1377.603,2.589,0.0,59482.826,0.0,457.995,53867.9565277778,53867.9565277778
GRB050730                                                                       ,00148225000,212.07686,-3.76955,53581.8217824074,           56994,59808.381,59077.223,65640.066,53592,5228.09022,1555.84624,45259.94262,46815.78886,112 ,602.066,201712.0,67968.0,68035.2,65038.0,4,53.95925,0,Y,336.86546,36,0,0,00148225000,148225,Swift                       ,1,3.16.06                                                                         ,288.94572,0.10057,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53583.5401157407,148225,Y,9726.965,0.0,0.0,0.0,10441.634,0.0,9228.289,9390.23,9930.236,10359.869,0.0,0.1,0.0,58475.371,0.0,1332.91,53581.8217824074,53581.8217824074
GRB060105                                                                       ,00175942000,297.4996,46.32534,53740.2732407407,           57063,59761.106,49437.074,63315.057,53751,368.05352,3651.20288,60065.00906,63716.21194,112 ,602.057,191424.0,0.0,64696.0,62713.0,3,10.04748,0,Y,80.20162,35,0,0,00175942000,175942,Swift                       ,1,3.16.07                                                                         ,191.20867,0.00572,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53741.8425347222,175942,Y,7525.598,0.0,0.0,0.0,6917.508,0.0,8297.219,9202.722,8297.218,9097.27,99.539,2.489,0.0,58384.023,0.0,1374.594,53740.2732407407,53740.2732407407
GRB051008                                                                       ,00158855000,202.85826,42.07774,53651.6787384259,           57043,59433.023,59436.812,67880.059,53662,1243.83418,5084.79895,61054.98537,66139.78432,112 ,332.059,134424.0,68554.0,68310.4,67548.0,7,72.9639,0,Y,96.83593,32,0,0,00158855000,158855,Swift                       ,1,3.16.07                                                                         ,191.30536,0.02037,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   , 53653.352974537,158855,Y,0.0,0.0,0.0,0.0,12084.071,0.0,11560.536,12902.658,11231.469,11658.078,0.0,2.489,0.0,59287.47,0.0,143.064,53651.6787384259,53651.6787384259
GRB061021                                                                       ,00234905000,145.11159,-21.9348,54029.6410763889,           57178,59398.002,59434.528,63255.1,54040,3534.2149,3104.59961,63174.98415,66279.58376,112 ,782.1,199960.0,0.0,67500.8,62473.0,6,22.62942,0,Y,254.86896,30,0,0,00234905000,234905,Swift                       ,1,3.16.09                                                                         ,89.73003,0.05594,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54031.3179166667,234905,Y,5734.89,0.0,0.0,0.0,12297.668,0.0,10850.513,8325.276,12780.093,7395.256,2050.832,2.689,0.0,58184.734,0.0,1210.579,54029.6410763889,54029.6410763889
GRB050525a                                                                      ,00130088020,278.11654,26.32873,53525.1069675926,           56979,59357.686,44793.648,59902.0,53536,231.69096,6095.00143,59499.98075,65594.98218,112 ,0.0,191096.0,5440.0,65681.6,59902.0,7,15.5568,0,Y,54.93533,38,20,20,00130088020,130088,Swift                       ,1,3.16.06                                                                         ,34.58934,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53528.0006828704,130088,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44793.648,0.0,0.0,0.0,0.0,0.0,59308.576,0.0,49.11,53525.1069675926,53525.1069675926
GRB100906a                                                                      ,00433509000,28.71368,55.60465,55445.5649652778,           57606,59206.855,58506.831,65659.591,55456,6602.50742,3801.59935,62459.98473,66261.58408,112 ,2402.591,195952.0,67270.0,67241.6,63257.0,5,-6.16374,0,Y,131.86162,30,0,0,00433509000,433509,Swift                       ,1,3.17.06                                                                         ,46.21433,0.08233,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55447.3023958333,433509,Y,16244.576,0.0,49.77,0.0,4304.913,0.0,4158.661,11949.271,5065.92,16733.72,0.0,0.1,0.0,58808.587,0.0,398.168,55445.5649652778,55445.5649652778
GRB050826                                                                       ,00152113000,87.70615,-2.6978,53608.2515393519,           57015,59200.597,59176.98,63137.209,53619,1433.6902,3345.19508,60574.98378,63920.17886,112 ,601.209,186424.0,63296.0,63337.6,62536.0,4,-14.70546,0,Y,208.3556,37,0,0,00152113000,152113,Swift                       ,1,3.16.06                                                                         ,77.74272,0.01339,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53609.8592708333,152113,Y,10852.169,0.0,0.0,0.0,9966.567,0.0,8673.586,9896.277,9455.654,10332.727,0.0,2.489,0.0,57086.178,0.0,2111.93,53608.2515393519,53608.2515393519
GRB060319                                                                       ,00202035000,176.37814,59.97716,53813.0276157407,           57063,59188.918,58282.222,64212.085,53824,949.50778,3719.00126,59984.98434,63703.9856,112 ,602.085,127680.0,0.0,64748.8,63610.0,4,55.26613,0,Y,137.35835,28,0,0,00202035000,202035,Swift                       ,1,3.16.07                                                                         ,357.60171,0.01583,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53814.6051851852,202035,Y,6260.652,0.0,0.0,0.0,10738.572,0.0,10731.886,7939.751,12274.476,8001.139,2335.746,5.078,0.0,58168.795,0.0,1015.045,53813.0276157407,53813.0276157407
GRB050416a                                                                      ,00114753000,188.49579,21.04755,53476.4511921296,           56948,59011.962,55154.34,64829.034,53487,12537.053,3474.80105,70279.98283,73754.78388,112 ,602.034,207648.0,0.0,72636.8,64227.0,6,82.73228,0,Y,268.78444,54,0,0,00114753000,114753,Swift                       ,1,3.16.06                                                                         ,331.53302,0.15497,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53478.3352777778,114753,Y,8897.643,0.0,0.0,0.0,9268.008,0.0,9103.596,8549.963,9150.176,10184.954,0.0,2.489,159.812,57733.086,4.077,1112.498,53476.4511921296,53476.4511921296
GRB 111123A                                                                     ,00508319001,154.82757,-20.63619,55888.8861111111,           57924,59007.275,59183.757,60006.0,55899,944.4165,4669.88672,59874.69282,64544.57954,112 ,0.0,193224.0,0.0,64659.2,60006.0,7,29.69165,0,Y,261.34829,31,1,1,00508319001,508319,Swift                       ,1,3.17.13                                                                         ,107.41146,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   , 55890.957037037,508319,Y,7116.917,0.0,0.0,0.0,12222.313,0.0,10961.812,6297.27,14219.304,7322.692,1043.449,0.0,0.0,58773.855,0.0,233.42,55888.8861111111,55888.8861111111
GRB070714b                                                                      ,00284856000,57.84105,28.29947,54295.1969212963,           57220,58999.937,59110.527,63695.103,54306,1079.96274,2993.40154,60504.9871,63498.38864,112 ,1202.103,186736.0,63040.0,63134.4,62493.0,6,-19.76159,0,Y,164.33424,20,0,0,00284856000,284856,Swift                       ,1,3.16.09                                                                         ,84.37029,0.01001,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54296.7673148148,284856,Y,5349.62,0.0,0.0,0.0,12540.668,0.0,12353.131,7556.933,13795.2,6777.049,737.926,2.589,0.0,58231.605,0.0,765.743,54295.1969212963,54295.1969212963
GRB050701                                                                       ,00143708001,227.2533,-59.42536, 53552.553599537,           56995,58882.214,59320.028,59833.0,53563,15240.87066,3087.02213,74504.96155,77591.98368,112 ,0.0,113552.0,74112.0,74265.6,59833.0,4,-1.09037,0,Y,319.63327,40,1,1,00143708001,143708,Swift                       ,1,3.16.06                                                                         ,250.07478,0.20456,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53554.5902777778,143708,N,1871.801,0.0,0.0,0.0,2699.325,0.0,1977.221,48272.798,2699.325,1799.558,0.0,0.0,0.0,58787.791,0.0,94.423,53552.553599537,53552.553599537
GRB050827                                                                       ,00152325001,64.26879,18.19546,53610.5294097222,           57011,58875.636,59425.24,60329.0,53621,651.4902,3540.22534,60079.98718,63620.21252,112 ,0.0,190704.0,63872.0,63705.6,60329.0,3,-22.64303,0,Y,176.49893,34,1,1,00152325001,152325,Swift                       ,1,3.16.06                                                                         ,82.0257,0.00396,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53612.1832407407,152325,N,8484.625,0.0,0.0,0.0,9639.694,0.0,10238.418,9897.445,11016.691,10148.367,0.0,0.0,0.0,57694.238,0.0,1181.398,53610.5294097222,53610.5294097222
GRB051105a                                                                      ,00162580000,265.26502,34.92647,53679.2574305556,           57052,58834.773,58953.194,65852.03,53690,7760.45518,3412.39317,65674.98357,69087.37674,112 ,602.03,206416.0,69460.0,69236.8,65250.0,5,28.79198,0,Y,59.83411,36,0,0,00162580000,162580,Swift                       ,1,3.16.07                                                                         ,227.86394,0.09294,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53680.9689814815,162580,Y,9871.484,0.0,0.0,0.0,9788.484,0.0,9473.56,9921.497,10052.7,9745.919,99.55,2.489,0.0,56136.334,0.0,2695.95,53679.2574305556,53679.2574305556
GRB050422                                                                       ,00115214000,324.41706,55.79404,   53482.3178125,           56948,58527.615,48393.293,65200.926,53493,4120.01476,2873.62841,63837.77529,66711.4037,112 ,600.926,193744.0,0.0,68292.8,64600.0,4,2.59108,0,Y,98.02812,50,0,0,00115214000,115214,Swift                       ,1,3.16.06                                                                         ,103.49836,0.06454,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,   53484.0565625,115214,Y,7173.085,0.0,0.0,0.0,7713.156,0.0,8649.985,7902.957,8246.014,8708.096,0.0,0.1,51.301,56858.987,5.449,1611.778,53482.3178125,53482.3178125
GRB050502b                                                                      ,00116116000,142.54887,16.99119,53492.3823958333,           56965,58518.246,54818.225,65029.072,53503,4441.92454,3378.40168,63024.98233,66403.38402,112 ,602.072,60928.0,0.0,67288.0,64427.0,1,42.5948,0,Y,214.36534,47,0,0,00116116000,116116,Swift                       ,1,3.16.06                                                                         ,288.68318,0.05221,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53494.0192592593,116116,Y,9702.461,0.0,0.0,0.0,9295.71,0.0,7906.941,9029.762,9588.38,9294.971,0.0,2.489,601.736,55776.219,4.077,2133.725,53492.3823958333,53492.3823958333
GRB060805a                                                                      ,00222683000,220.91925,12.57585,53952.1887731481,           57121,58481.394,57395.228,65978.09,53963,4852.97896,3959.00963,61934.97669,65893.98632,112 ,1202.09,200048.0,0.0,67172.8,64776.0,5,59.97607,0,Y,9.50246,32,0,0,00222683000,222683,Swift                       ,1,3.16.08                                                                         ,285.83328,0.06067,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,53953.8539467593,222683,Y,4986.879,0.0,0.0,0.0,11919.204,0.0,9382.791,8775.815,12135.99,8776.51,1418.039,5.078,0.0,57160.555,0.0,1315.761,53952.1887731481,53952.1887731481
GRB060319                                                                       ,00202035030,176.42259,59.9962,53854.0194560185,           57086,58164.536,56858.923,58840.0,53865,0.0,4922.22897,48289.91081,53212.13978,112 ,0.0,191744.0,0.0,64656.0,58840.0,10,55.2589,0,Y,137.30858,45,30,30,00202035030,202035,Swift                       ,1,3.16.07                                                                         ,327.65967,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53856.9836458333,202035,N,0.0,0.0,0.0,0.0,17958.901,0.0,5785.95,0.0,11578.718,21535.354,0.0,0.0,0.0,58056.753,0.0,107.783,53854.0194560185,53854.0194560185
GRB060614                                                                       ,00214805003,320.92016,-53.0467,53903.9993171296,           57085,58085.452,57070.576,57874.0,53914,1077.92684,4573.48636,59384.97732,63958.46368,112 ,0.0,178824.0,0.0,62150.4,57874.0,8,-43.96599,0,Y,344.05139,43,3,3,00214805003,214805,Swift                       ,1,3.16.07                                                                         ,113.98591,0.01815,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53906.9638425926,214805,N,4817.348,0.0,0.0,0.0,13138.143,0.0,5016.392,4748.657,10315.978,19034.058,0.0,0.0,0.0,57991.283,0.0,94.169,53903.9993171296,53903.9993171296
GRB050505                                                                       ,00117504000,141.75459,30.23577,53495.9634259259,           56964,57751.669,59492.515,62594.074,53506,609.21744,4489.19786,60139.98382,64629.18168,112 ,602.074,116888.0,0.0,63817.6,61992.0,3,45.43165,0,Y,196.30498,56,0,0,00117504000,117504,Swift                       ,1,3.16.06                                                                         ,288.55171,0.00401,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53497.5788194444,117504,Y,10097.008,0.0,0.0,0.0,11420.539,0.0,8168.167,8712.675,10996.809,10097.317,0.0,2.489,79.034,57271.769,1.332,397.045,53495.9634259259,53495.9634259259
GRB051117a                                                                      ,00164268004,228.41788,30.87789,53693.0524884259,           57050,57675.471,55998.737,46473.0,53704,0.0,0.0,0.0,0.0,112 ,0.0,177184.0,59343.0,59076.8,46473.0,5,58.80619,0,Y,48.4277,4,4,2,00020022002,20022,Swift                       ,1,3.16.07                                                                         ,161.48801,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53695.9444097222,164268,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55998.737,0.0,0.0,57549.189,0.0,126.282,53693.0524884259,53693.0524884259
GRB060211a                                                                      ,00181126001,58.38857,21.49524,53777.9233101852,           57063,57364.032,58979.808,59664.0,53788,61.90794,1870.82346,59954.96276,61825.78622,112 ,0.0,183968.0,0.0,61320.0,59664.0,7,-24.39538,0,Y,169.74013,39,1,1,00181126001,181126,Swift                       ,1,3.16.07                                                                         ,267.10926,0.00103,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53779.4866550926,181126,N,12007.271,0.0,0.0,0.0,7315.797,0.0,11965.511,4495.54,8091.72,7702.203,7401.766,0.0,0.0,54880.692,0.0,2483.34,53777.9233101852,53777.9233101852
GRB060708                                                                       ,00217805001,7.82468,-33.7575,53924.6176273148,           57121,57226.332,53910.848,61288.0,53935,467.63604,3568.79157,60829.95853,64398.7501,112 ,0.0,128944.0,0.0,64504.0,61288.0,7,-82.07899,0,Y,334.90107,46,1,1,00217805001,217805,Swift                       ,1,3.16.08                                                                         ,75.84973,0.0006,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,53926.6281481481,217805,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29174.09,0.0,0.0,24736.758,0.0,0.0,53090.522,0.0,4135.81,53924.6176273148,53924.6176273148
GRB070330                                                                       ,00273180000,269.4667,-63.80193,54189.9413657407,           57192,57102.572,58525.605,68497.028,54200,10480.79866,2641.40068,38024.98948,40666.39016,112 ,1202.028,262632.0,0.0,89073.6,67295.0,8,-18.55015,0,Y,329.86859,35,0,0,00273180000,273180,Swift                       ,1,3.16.09                                                                         ,96.83714,0.26654,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54192.2086574074,273180,Y,8673.841,0.0,0.0,0.0,13520.979,0.0,12071.396,9840.385,14419.004,0.0,0.0,5.078,0.0,55433.23,0.0,1664.264,54189.9413657407,54189.9413657407
GRB051221a                                                                      ,00173780013,328.67317,16.87412,53737.0843981481,           57063,57027.392,56697.6,56295.0,53748,476.70754,5399.37973,57419.98289,62819.36262,112 ,0.0,156424.0,0.0,61339.2,56295.0,6,-28.57798,0,Y,73.5101,34,13,13,00173780013,173780,Swift                       ,1,3.16.07                                                                         ,221.14484,0.0083,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53738.9652662037,173780,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56697.6,0.0,0.0,0.0,0.0,56948.162,0.0,79.23,53737.0843981481,53737.0843981481
GRB070721b                                                                      ,00285654001,33.18533,-2.21603,54303.0364814815,           57220,57021.579,0.0,58142.0,54314,0.0,3824.80254,57814.98338,61639.78592,110 ,0.0,183616.0,61888.0,61700.8,58142.0,4,-58.38374,0,Y,164.39329,26,1,1,00285654001,285654,Swift                       ,1,3.16.09                                                                         ,69.45469,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,54304.5895833333,285654,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56929.673,0.0,91.906,54303.0364814815,54303.0364814815
GRB051109a                                                                      ,00163136014,330.30915,40.83694,53692.9993287037,           57050,56769.318,0.0,59157.0,53703,60.32682,5749.18715,58590.07681,64339.26396,110 ,0.0,129376.0,64477.0,64472.0,59157.0,8,-11.41231,0,Y,91.46924,42,14,14,00163136014,163136,Swift                       ,1,3.16.07                                                                         ,264.02481,0.00103,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,53695.9805092593,163136,N,0.0,55214.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55177.382,0.0,1591.936,53692.9993287037,53692.9993287037
