gbm_TRIGGER_TIME,gbm_RA,gbm_DEC,gbm_T90,gbm_FLUX_BATSE_64,gbm_FLUENCE_BATSE,gbm_PFLX_COMP_EPEAK,gbm_mjd_utc,swift_NAME,swift_OBSID,swift_RA,swift_DEC,swift_START_TIME,swift_PROCESSING_DATE,swift_XRT_EXPOSURE,swift_UVOT_EXPOSURE,swift_BAT_EXPOSURE,swift_ARCHIVE_DATE,swift_AF_INSAA,swift_AF_INSLEW,swift_AF_ONSOURCE,swift_AF_TOTAL,swift_ATT_FLAG,swift_BAT_EXPO_EV,swift_BAT_EXPO_MT,swift_BAT_EXPO_PL,swift_BAT_EXPO_RT,swift_BAT_EXPO_SV,swift_BAT_NO_MASKTAG,swift_BII,swift_CYCLE,swift_GRB_FLAG,swift_LII,swift_NUM_PROCESSED,swift_OBS_SEGMENT,swift_ORIG_OBS_SEGMENT,swift_ORIG_OBSID,swift_ORIG_TARGET_ID,swift_PI,swift_PRNB,swift_PROCESSING_VERSION,swift_ROLL_ANGLE,swift_SAA_FRACTION,swift_SOFTWARE_VERSION,swift_STOP_TIME,swift_TARGET_ID,swift_TDRSS_FLAG,swift_UVOT_EXPO_BB,swift_UVOT_EXPO_BL,swift_UVOT_EXPO_GU,swift_UVOT_EXPO_GV,swift_UVOT_EXPO_M2,swift_UVOT_EXPO_MG,swift_UVOT_EXPO_UU,swift_UVOT_EXPO_VV,swift_UVOT_EXPO_W1,swift_UVOT_EXPO_W2,swift_UVOT_EXPO_WH,swift_XRT_EXPO_IM,swift_XRT_EXPO_LR,swift_XRT_EXPO_PC,swift_XRT_EXPO_PU,swift_XRT_EXPO_WT,swift_TRIG_TIME_MJD,swift_mjd_utc,time_diff_sec
58705.675014382,193.78,-37.56,0.16,8.4753,1.3765e-07,517.0612,58705.674586141264,GRB190731a                                                                      ,00020914003,339.99308,-76.59094,58702.5080324074,           58712,4156.439,4112.896,4202.0,58713,20.87266,418.36615,4184.99562,4603.36176,112 ,0.0,13808.0,0.0,4619.2,4202.0,3,-38.09069,0,Y,312.13315,12,3,3,00020914003,20914,Swift                       ,1,3.18.06                                                                         ,157.16426,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   ,58703.0110185185,20914,N,0.0,0.0,0.0,0.0,4112.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.312,0.0,29.127,58702.5080324074,58702.5080324074,3.166553733863111
58188.073533578,53.95,-35.77,0.96,7.6963,4.1688e-07,350.31,58188.07310533726,GRB180305a                                                                      ,00020789008,49.58508,32.12657,58187.6492592593,           58197,4845.904,4841.962,4871.0,58198,1489.21796,590.80086,4854.99756,5445.79842,112 ,0.0,10184.0,0.0,5460.8,4871.0,5,-21.19947,0,Y,155.832,7,8,8,00020789008,20789,Swift                       ,1,3.17.16                                                                         ,254.62151,0.22966,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,58187.9805902778,20789,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4841.962,0.0,0.0,0.0,0.0,4845.904,0.0,0.0,58187.6492592593,58187.6492592593,0.4238460779597517
56989.96242868,321.8,-35.76,0.272,6.1707,1.1264e-07,92.90292,56989.96202358741,GRB141121a                                                                      ,00619182011,122.69665,22.1738,56990.3958217593,           58195,4622.193,4603.596,4644.0,57001,0.0,517.60068,4634.99816,5152.59884,112 ,0.0,8496.0,0.0,5163.2,4644.0,2,26.85769,0,Y,200.46408,7,11,11,00619182011,619182,Swift                       ,1,3.17.16                                                                         ,89.12205,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56990.5989236111,619182,Y,0.0,0.0,0.0,0.0,0.0,0.0,2318.303,0.0,2285.293,0.0,0.0,0.0,0.0,4621.956,0.0,0.237,56990.3958217593,56990.3958217593,0.433798171892704
58371.352453788,263.68,-34.94,0.256,15.588,4.8392e-07,322.9394,58371.35202554726,GRB180728a                                                                      ,00850471032,253.48218,-54.06758,   58370.0471875,           58380,3477.62,3451.417,3495.0,58381,3834.39204,344.39434,3489.9977,3834.39204,112 ,0.0,11432.0,0.0,3838.4,3495.0,3,-6.48882,0,Y,333.90705,6,32,32,00850471032,850471,Swift                       ,1,3.18.03                                                                         ,273.48182,1.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58370.1972222222,850471,Y,3451.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3477.62,0.0,0.0,58370.0471875,58370.0471875,1.3048380472610006
55660.17871065,238.7,-34.32,0.128,6.7147,1.546e-07,373.9791,55660.17831713148,GRB110407a                                                                      ,00450884002,186.01936,15.69541,55660.3090277778,           57923,6653.451,6645.216,6813.0,55671,58.92678,1136.59977,6699.99531,7836.59508,112 ,0.0,14944.0,7812.0,7860.8,6813.0,3,76.92108,0,Y,272.48887,13,2,2,00450884002,450884,Swift                       ,1,3.17.13                                                                         ,347.86088,0.0088,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55660.9484606481,450884,N,0.0,0.0,0.0,0.0,0.0,0.0,6645.216,0.0,0.0,0.0,0.0,0.0,0.0,6617.382,0.0,36.069,55660.3090277778,55660.3090277778,0.1307106463209493
58110.81823001,115.84,-33.48,0.384,11.4077,5.6913e-07,340.9735,58110.81780176926,GRB171222a                                                                      ,00799669002,148.28553,35.6183,58110.8066319444,           58120,4956.647,4950.537,5002.0,58121,115.34518,633.19961,4979.99621,5613.19582,112 ,0.0,0.0,0.0,5632.0,5002.0,0,51.3456,0,Y,188.91104,12,2,2,00799669002,799669,Swift                       ,1,3.17.15                                                                         ,78.69472,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,58111.1247800926,799669,Y,0.0,0.0,0.0,0.0,4950.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4956.573,0.0,0.074,58110.8066319444,58110.8066319444,0.01116982486564666
54839.321798145,0.4,-32.9,0.192,4.6506,1.8341e-07,1137.15,54839.321404626484,GRB090102                                                                       ,00338895007,128.25231,33.14028,54839.5006944444,           57379,9878.439,9763.561,10152.0,54850,1437.9993,489.15383,10044.99395,10534.14778,112 ,0.0,31688.0,0.0,10561.6,10152.0,3,34.66993,0,Y,189.82098,12,7,7,00338895007,338895,Swift                       ,1,3.17.01                                                                         ,30.25206,0.13539,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54840.0185763889,338895,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9763.561,0.0,0.0,0.0,0.0,0.0,9878.439,0.0,0.0,54839.5006944444,54839.5006944444,0.17928981791919796
56901.820573784,15.82,-32.76,0.176,25.1393,9.8332e-07,714.7665,56901.82016869141,"Burst (142.011, 14.590)                                                         ",00610953000,124.831,50.016,56897.2766666667,           58179,0.0,0.0,4645.36,56908,0.0,0.0,0.0,0.0,110 ,1201.36,3168.0,0.0,2099.2,3444.0,3,34.28801,0,Y,169.08921,7,0,1,00084283001,84283,Swift                       ,1,3.17.16                                                                         ,122.715,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56897.3093171296,610953,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56897.2766666667,56897.2766666667,4.543502024709596
58933.137867389,31.7203,-31.816,0.96,4.4239,7.7348e-07,907.9193,58933.13743914826,"Burst (222.648, 35.928)                                                         ",00963260002,222.6476,35.92813,58933.1705324074,           58943,3964.281,3940.925,3944.0,58944,0.0,458.80051,3989.99843,4448.79894,112 ,0.0,8912.0,0.0,4464.0,3944.0,2,63.25336,0,Y,59.56881,13,2,2,00963260002,963260,Swift                       ,1,3.18.11                                                                         ,51.9527,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   ,58933.4891666667,963260,N,263.576,0.0,0.0,0.0,899.768,0.0,365.079,274.598,1238.125,899.779,0.0,0.0,0.0,3964.158,0.0,0.123,58933.1705324074,58933.1705324074,0.03309325913869543
56150.014239442,43.658,-31.675,0.448,8.1559,4.656e-07,835.4348,56150.01383434941,GRB120811a                                                                      ,00530581000,267.01354,-24.78702,56150.0968634259,           57878,0.0,0.0,3655.04,56161,0.0,0.0,0.0,0.0,110 ,1202.04,4248.0,0.0,2100.8,2453.0,3,1.68789,0,Y,3.82952,5,0,5,00046609005,46609,Swift                       ,1,3.17.11                                                                         ,258.12519,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_6                    ,56150.1620023148,530581,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56150.0968634259,56150.0968634259,0.08302907648612745
56474.760772139,325.94,-30.89,1.6,8.5178,1.8784e-06,835.3549,56474.76036704641,GRB130701A                                                                      ,00559482001,357.2252,36.0986,56474.5944328704,           58074,5953.219,5924.038,5999.0,56485,4925.81276,488.80003,5980.01147,6468.8115,112 ,0.0,19352.0,0.0,6484.8,5999.0,3,-25.07808,0,Y,109.02071,8,1,1,00559482001,559482,Swift                       ,1,3.17.15                                                                         ,54.00911,0.76923,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56474.9986458333,559482,N,349.92,0.0,0.0,0.0,2012.382,0.0,1798.642,0.0,1763.094,0.0,0.0,0.0,0.0,5924.302,0.0,28.917,56474.5944328704,56474.5944328704,0.16593417600961402
57780.634360758,19.9766,-30.3588,1.728,4.0804,1.4412e-07,768.0232,57780.63393251726,"Burst (19.978, -30.357)                                                         ",00735331000,19.93385,-30.33952,   57780.6234375,           57790,1444.028,1229.52,4218.142,57791,61.47236,58.1998,1449.99934,1508.19914,112 ,1202.142,0.0,0.0,2422.4,3016.0,0,-83.01702,0,Y,241.97145,6,0,0,00735331000,735331,Swift                       ,1,3.17.10                                                                         ,263.32109,0.00226,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_3                    , 57780.689212963,735331,Y,96.737,0.0,49.758,0.0,98.822,0.0,328.869,98.844,79.029,98.855,378.606,5.078,0.0,1436.983,0.0,1.967,57780.6234375,57780.6234375,0.010495017260836903
56788.095272689,329.76,-30.06,1.408,5.3248,2.3141e-07,318.4117,56788.09486759641,GRB140506a                                                                      ,00598284008,276.78329,-55.6144, 56788.542349537,           58165,4410.308,4403.469,4440.0,56799,0.0,659.40016,4429.99711,5089.39728,112 ,0.0,14824.0,0.0,5100.8,4440.0,3,-18.85047,0,Y,339.33161,10,8,8,00598284008,598284,Swift                       ,1,3.17.16                                                                         ,124.53196,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56788.8424305556,598284,Y,0.0,0.0,0.0,0.0,0.0,0.0,4403.469,0.0,0.0,0.0,0.0,0.0,0.0,4410.308,0.0,0.0,56788.542349537,56788.542349537,0.4474819405877497
58302.949205061,96.92,-29.88,1.536,61.117,5.6463e-06,207.2146,58302.94877682026,GRB Discovered Elsewhere                                                        ,00020797001,6.54228,-66.89038,58303.0704050926,           58313,531.797,498.015,549.0,58314,0.0,54.99972,539.99854,594.99826,112 ,0.0,1824.0,0.0,604.8,549.0,3,-50.04825,0,Y,306.78822,9,1,1,00020797001,20797,Swift                       ,1,3.18.02                                                                         ,86.60545,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58303.2093634259,20797,N,59.942,0.0,0.0,0.0,0.0,0.0,120.248,0.0,262.385,55.44,0.0,0.0,0.0,531.52,0.0,0.277,58303.0704050926,58303.0704050926,0.12162827233987628
56169.296568672,88.5017,-28.7013,0.896,5.0566,7.9161e-07,874.3542,56169.296163579405,GRB120907a                                                                      ,00532871000,74.73676,-9.33353,56177.0059490741,           57946,27534.424,27253.763,31211.577,56188,1467.01718,1962.96587,28819.99255,30782.95842,112 ,1912.577,59104.0,0.0,31777.6,29299.0,5,-29.20294,0,Y,208.48053,15,0,0,00532871000,532871,Swift                       ,1,3.17.13                                                                         ,84.31061,0.03397,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,   56177.7678125,532871,Y,2788.637,0.0,49.769,0.0,5186.576,0.0,6091.143,3182.7,6777.005,3177.933,0.0,5.078,0.0,27422.306,0.0,107.04,56177.0059490741,56177.0059490741,7.7097854946914595
58210.480690118,338.63,-27.82,0.256,6.0382,2.6606e-07,293.5263,58210.48026187726,"Burst (251.934, -14.968)                                                        ",00821103001,251.92494,-14.96298,        58210.52,           58232,1934.228,1922.53,1958.0,58221,0.0,470.60042,1944.99738,2415.5978,112 ,0.0,7216.0,0.0,2427.2,1958.0,3,18.92077,0,Y,4.09588,8,1,1,00821103001,821103,Swift                       ,1,3.18.00                                                                         ,92.85998,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58210.6586805556,821103,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.533,0.0,1666.997,0.0,0.0,0.0,1934.228,0.0,0.0,58210.52,58210.52,0.03973812273761723
57040.926766913,160.077,-27.555,0.288,20.8826,3.6216e-07,340.9032,57040.926361820406,"Burst (10.319, 33.994)                                                          ",00627137000,10.3248,33.98941,57042.1124537037,           57052,3548.758,3409.272,6570.007,57053,0.0,274.18588,3564.99814,3839.18402,112 ,1202.007,12216.0,0.0,5001.6,5368.0,3,-28.83511,0,Y,120.53293,8,0,0,00627137000,627137,Swift                       ,1,3.16.07                                                                         ,241.2256,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_13                   ,57042.2425578704,627137,Y,456.62,0.0,49.781,0.0,439.088,0.0,668.606,448.852,439.077,439.066,468.182,5.078,0.0,3530.288,0.0,13.392,57042.1124537037,57042.1124537037,1.1860918832971947
55690.475180318,74.65,-26.98,0.64,4.9909,2.3882e-07,218.9097,55690.47478679948,GRB110503a                                                                      ,00452685007,132.71149,52.22351,55690.4222106481,           57923,9159.997,9090.198,9287.0,55701,2203.15276,1078.73735,9179.99463,10258.73198,112 ,0.0,29400.0,10230.0,10288.0,9287.0,3,39.18215,0,Y,166.20099,16,7,7,00452685007,452685,Swift                       ,1,3.17.13                                                                         ,281.67823,0.19717,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55690.9484259259,452685,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9090.198,0.0,0.0,9159.87,0.0,0.127,55690.4222106481,55690.4222106481,0.05257615137816174
58844.723427594,258.17,-26.01,0.208,35.8503,1.0323e-06,948.3809,58844.72299935326,GRB191228a                                                                      ,00946476000,5.31831,-8.68149,58844.9900462963,           60725,640.405,808.79,3957.086,58855,1202.3268,158.00236,2054.99696,2212.99932,112 ,1202.086,24.0,0.0,3198.4,2755.0,3,-70.22163,0,Y,100.38767,11,0,0,00946476000,946476,Swift                       ,1,3.20.02                                                                         ,247.08258,0.58507,Hea_21Mar2024_V6.33.1_Swift_Rel5.8(Bld47)_30Jun2023_SDCpatch_2                  ,58845.0668518519,946476,Y,39.652,0.0,0.0,0.0,39.531,0.0,269.501,48.644,39.531,39.531,332.4,0.1,0.0,403.651,0.0,236.654,58844.9900462963,58844.9900462963,0.2670469430377125
57202.564359819,307.65,-26.45,1.92,4.1592,2.4425e-07,1811.752,57202.56395472641,"Burst (187.634, 66.772)                                                         ",00646786004,187.58561,66.77127,57202.8321180556,           57212,4951.814,4973.287,5004.0,57213,5733.39672,743.39894,4989.99778,5733.39672,112 ,0.0,5568.0,0.0,5747.2,5004.0,1,50.22372,0,Y,126.18017,7,4,4,00646786004,646786,Swift                       ,1,3.16.09                                                                         ,278.9161,1.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,57203.0693287037,646786,N,0.0,0.0,0.0,0.0,4973.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4951.699,0.0,0.115,57202.8321180556,57202.8321180556,0.26816332919406705
54961.015971888,333.6,-26.6,0.96,16.2244,9.0088e-07,2623.301,54961.015578369486,GRB090510                                                                       ,00351588000,333.54952,-26.61358,54961.0049305556,           57435,31255.299,30657.316,37899.06,54972,17426.37802,2386.80076,40784.98814,43171.7889,112 ,1202.06,85440.0,0.0,44124.8,36697.0,3,-55.07664,0,Y,24.56919,18,0,0,00351588000,351588,Swift                       ,1,3.17.02                                                                         ,66.80017,0.41085,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,54962.0975347222,351588,Y,3849.926,0.0,49.781,0.0,5073.444,0.0,8256.132,2427.021,6597.597,2830.054,1573.361,5.078,0.0,31005.224,0.0,244.997,54961.0049305556,54961.0049305556,0.010647813884133939
58190.977980654,317.51,-26.55,0.08,11.1839,1.0184e-07,299.4746,58190.977552413264,GRB180314a                                                                      ,00814129000,99.26001,-24.49871,58191.0193402778,           58201,1537.843,1480.386,5437.176,58202,0.0,70.6,1544.9994,1615.5994,112 ,1202.176,3368.0,0.0,2604.8,4235.0,2,-13.88231,0,Y,233.6227,6,0,0,00814129000,814129,Swift                       ,1,3.17.16                                                                         ,261.08281,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,58191.0884606481,814129,Y,118.56,0.0,0.0,0.0,118.571,0.0,348.607,128.092,98.822,118.637,549.097,2.589,0.0,1353.944,0.0,181.31,58191.0193402778,58191.0193402778,0.041787864538491704
58022.782004217,344.12,-26.25,0.896,4.169,3.0625e-07,119.8617,58022.78157597626,"Burst (26.848, 30.907)                                                          ",00773509002,26.83033,30.90549,   58018.5909375,           58028,4979.548,4972.25,5001.0,58029,0.0,475.59974,4994.9975,5470.59724,112 ,0.0,10952.0,0.0,5481.6,5001.0,3,-30.45296,0,Y,136.83614,5,2,2,00773509002,773509,Swift                       ,1,3.17.15                                                                         ,44.77455,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,58018.7740509259,773509,N,0.0,0.0,0.0,0.0,4972.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4979.482,0.0,0.066,58018.5909375,58018.5909375,4.190638476262393
56086.488794343,229.98,-26.12,0.96,4.1761,2.9549e-07,544.7712,56086.488400824484,GRB120612a                                                                      ,00524128000,126.74289,-17.55129,56090.0760185185,           57946,18321.581,18032.467,22883.119,56101,886.32674,1375.03611,19119.96101,20494.99712,112 ,1202.119,61968.0,0.0,21496.0,21681.0,5,11.89125,0,Y,239.94238,15,0,0,00524128000,524128,Swift                       ,1,3.17.13                                                                         ,310.74568,0.04636,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56090.6170833333,524128,Y,2717.165,0.0,0.0,0.0,2851.844,0.0,4114.539,2164.184,3182.059,1417.951,1584.725,2.589,0.0,18203.017,0.0,115.975,56090.0760185185,56090.0760185185,3.587617694014625
56156.168399573,8.31,-26.428,0.16,19.2841,4.9967e-07,938.3804,56156.167994480405,GRB 120817A                                                                     ,00531267000,250.68407,-38.34881,56156.2735300926,           57946,9738.094,9718.922,11316.13,56167,0.0,466.80072,9864.9972,10331.79792,112 ,662.13,33464.0,0.0,12443.2,10654.0,3,5.09256,0,Y,344.72445,12,0,39,00032033039,32033,Swift                       ,1,3.17.13                                                                         ,272.3228,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56156.5531944444,531267,Y,960.625,0.0,0.0,0.0,1867.002,0.0,1934.468,1308.681,2199.115,1099.541,349.49,5.078,0.0,9678.168,0.0,54.848,56156.2735300926,56156.2735300926,0.10553561219421681
58146.215238402,12.26,-26.1,0.208,4.8162,1.5131e-07,536.1563,58146.21481016126,GRB180204a                                                                      ,00808483000,330.08878,30.89026,58153.0975925926,           58163,12600.195,12322.556,16774.009,58164,719.74518,868.79965,12980.02575,13848.8254,112 ,1202.009,28920.0,0.0,15304.0,15572.0,2,-19.05939,0,Y,84.86799,13,0,0,00808483000,808483,Swift                       ,1,3.17.16                                                                         ,196.03009,0.02963,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,58153.4783680556,808483,Y,1869.142,0.0,49.781,0.0,2012.503,0.0,2761.076,1133.974,2847.453,419.339,1229.288,5.078,0.0,12538.513,0.0,56.604,58153.0975925926,58153.0975925926,6.882782431341184
57551.842217005,348.364,-25.375,0.288,10.5031,3.1589e-07,2158.123,57551.841800338334,GRB160607a                                                                      ,00689597006,13.69113,-4.94716,57551.5090046296,           57561,4500.998,4495.804,4535.0,57562,0.0,686.2007,4520.03883,5206.23954,112 ,0.0,16.0,0.0,5220.8,4535.0,2,-67.80473,0,Y,125.12567,9,6,6,00689597006,689597,Swift                       ,1,3.17.04                                                                         ,57.32312,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,57551.9499768519,689597,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4495.804,0.0,0.0,0.0,0.0,4500.916,0.0,0.082,57551.5090046296,57551.5090046296,0.3327957087312825
58954.366731062,11.885,-25.263,0.144,27.0932,1.1495e-06,1020.079,58954.36630282126,GRB191019a                                                                      ,00930285006,340.02415,-17.36297,58954.9531828704,           58964,1177.877,1169.897,1184.0,58965,0.0,75.99948,1179.99924,1255.99872,112 ,0.0,0.0,0.0,1259.2,1184.0,0,-58.18979,0,Y,43.87697,6,6,6,00930285006,930285,Swift                       ,1,3.18.11                                                                         ,50.73537,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   ,58955.0044328704,930285,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.897,0.0,0.0,0.0,0.0,0.0,1177.877,0.0,0.0,58954.9531828704,58954.9531828704,0.5868800491371076
55468.916502556,183.03,-24.94,0.32,7.8795,2.9213e-07,510.8411,55468.916109037484,MAXIJ1659-152                                                                   ,00434928008,254.74663,-15.2598,55469.2340162037,           57607,2719.206,2709.409,2745.0,55480,1437.9994,156.20666,2719.99222,2876.19888,112 ,0.0,8552.0,2852.0,2880.0,2745.0,3,16.53325,6,Y,5.50787,6,8,8,00434928008,434928,Kennea                      ,60900651,3.17.06                                                                         ,269.30886,0.50184,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55469.7398032407,434928,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709.409,0.0,0.0,0.0,0.0,0.0,2719.206,55469.2340162037,55469.2340162037,0.3179071662161732
54890.203714253,106.8,-24.3,0.448,60.9947,1.755e-06,911.5998,54890.20332073449,GRB090301a                                                                      ,00344582000,17.90032,39.1278,54891.2777546296,           57386,0.0,0.0,5386.547,54902,0.0,0.0,0.0,0.0,110 ,1440.547,3288.0,0.0,2099.2,3946.0,3,-23.57691,0,Y,127.19689,8,0,0,00344582000,344582,Swift                       ,1,3.17.01                                                                         ,233.56524,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54891.3064583333,344582,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54891.2777546296,54891.2777546296,1.0744338951117243
55122.957182901,321.83,-23.08,0.192,5.7692,1.16e-07,358.3766,55122.956789382486,GRB091003                                                                       ,00020115017,251.505,36.66053,55123.0270833333,           57503,6616.661,6600.158,6850.0,55134,0.0,2182.00253,6675.00856,8857.0111,112 ,0.0,26208.0,0.0,8892.8,6850.0,5,40.07121,0,Y,59.39912,16,17,17,00020115017,20115,Swift                       ,1,3.17.03                                                                         ,224.5494,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55124.0033449074,20115,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6600.158,0.0,0.0,0.0,0.0,6616.661,0.0,0.0,55123.0270833333,55123.0270833333,0.0702939508119016
57177.433840299,72.44,-21.59,0.896,6.2213,2.2371e-07,427.4282,57177.43343520641,"Burst (238.304, -46.624)                                                        ",00642453001,238.30444,-46.62447,57177.2294097222,           57187,2981.156,2950.392,3001.0,57188,57.8678,593.5952,2994.9986,3588.5938,112 ,0.0,10800.0,0.0,3596.8,3001.0,3,5.58894,0,Y,332.38555,5,1,1,00642453001,642453,Swift                       ,1,3.16.09                                                                         ,202.54548,0.0,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   , 57177.441412037,642453,Y,339.075,0.0,0.0,0.0,899.757,0.0,307.819,206.956,1196.785,0.0,0.0,0.0,0.0,2981.156,0.0,0.0,57177.2294097222,57177.2294097222,0.20402548421407118
55546.720747034,284.27,-20.97,1.917,11.5359,1.8819e-06,170.7539,55546.720353515484,GRB101213a                                                                      ,00440285003,241.29426,21.93944,55546.4388888889,           57620,4395.265,4388.654,4476.0,55557,0.0,915.2013,4419.99655,5335.19786,112 ,0.0,15960.0,5394.0,5342.4,4476.0,6,45.89674,0,Y,37.20867,10,3,3,00440285003,440285,Swift                       ,1,3.17.06                                                                         ,140.21859,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55546.7493518519,440285,N,0.0,0.0,0.0,0.0,4388.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4395.265,0.0,0.0,55546.4388888889,55546.4388888889,0.28146462658332894
55203.073979914,6.31,-21.24,0.576,6.4307,9.0539e-08,323.6741,55203.07358639548,GRB091127                                                                       ,00377179041,36.57187,-18.93289,55203.0368055556,           57561,8565.351,8557.034,8744.0,55214,0.0,1959.19943,8079.99353,10039.19296,112 ,0.0,19936.0,9920.0,10067.2,8744.0,2,-66.7391,0,Y,197.34188,17,41,41,00377179041,377179,Swift                       ,1,3.17.04                                                                         ,235.07187,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55203.8204513889,377179,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8557.034,0.0,0.0,0.0,0.0,8565.221,0.0,0.13,55203.0368055556,55203.0368055556,0.036780839880520944
58970.434546843,45.88,-19.5,1.536,5.381,3.12e-07,401.2027,58970.43411860226,GRB200424a                                                                      ,00020989002,307.54675,-39.67174, 58970.151087963,           58980,4479.516,4031.218,4522.0,58981,57.87262,696.80199,4499.99471,5196.7967,112 ,0.0,10208.0,0.0,5220.8,4522.0,2,-35.2546,0,Y,1.85091,18,2,2,00020989002,20989,Swift                       ,1,3.18.11                                                                         ,82.39696,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   ,        58970.93,20989,N,398.873,0.0,0.0,0.0,1048.447,0.0,412.708,159.536,958.617,1053.037,0.0,0.0,0.0,4479.44,0.0,0.076,58970.151087963,58970.151087963,0.2830306392570492
