gbm_TRIGGER_TIME,gbm_RA,gbm_DEC,gbm_T90,gbm_FLUX_BATSE_64,gbm_FLUENCE_BATSE,gbm_PFLX_COMP_EPEAK,gbm_mjd_utc,swift_NAME,swift_OBSID,swift_RA,swift_DEC,swift_START_TIME,swift_PROCESSING_DATE,swift_XRT_EXPOSURE,swift_UVOT_EXPOSURE,swift_BAT_EXPOSURE,swift_ARCHIVE_DATE,swift_AF_INSAA,swift_AF_INSLEW,swift_AF_ONSOURCE,swift_AF_TOTAL,swift_ATT_FLAG,swift_BAT_EXPO_EV,swift_BAT_EXPO_MT,swift_BAT_EXPO_PL,swift_BAT_EXPO_RT,swift_BAT_EXPO_SV,swift_BAT_NO_MASKTAG,swift_BII,swift_CYCLE,swift_GRB_FLAG,swift_LII,swift_NUM_PROCESSED,swift_OBS_SEGMENT,swift_ORIG_OBS_SEGMENT,swift_ORIG_OBSID,swift_ORIG_TARGET_ID,swift_PI,swift_PRNB,swift_PROCESSING_VERSION,swift_ROLL_ANGLE,swift_SAA_FRACTION,swift_SOFTWARE_VERSION,swift_STOP_TIME,swift_TARGET_ID,swift_TDRSS_FLAG,swift_UVOT_EXPO_BB,swift_UVOT_EXPO_BL,swift_UVOT_EXPO_GU,swift_UVOT_EXPO_GV,swift_UVOT_EXPO_M2,swift_UVOT_EXPO_MG,swift_UVOT_EXPO_UU,swift_UVOT_EXPO_VV,swift_UVOT_EXPO_W1,swift_UVOT_EXPO_W2,swift_UVOT_EXPO_WH,swift_XRT_EXPO_IM,swift_XRT_EXPO_LR,swift_XRT_EXPO_PC,swift_XRT_EXPO_PU,swift_XRT_EXPO_WT,swift_TRIG_TIME_MJD,swift_mjd_utc,time_diff_sec
56983.087108476,9.71,-20.02,1.28,4.1885,1.5983e-07,1091.979,56983.08670338341,GRB141109a                                                                      ,00618024017,144.55248,-0.59099,56983.0096990741,           58193,4821.352,4896.619,4926.0,56994,231.49042,595.60036,4914.99764,5510.598,112 ,0.0,5512.0,0.0,5518.4,4926.0,1,35.96077,0,Y,235.63932,8,17,17,00618024017,618024,Swift                       ,1,3.17.16                                                                         ,119.95821,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56983.2585416667,618024,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4896.619,0.0,0.0,0.0,0.0,4821.091,0.0,0.261,56983.0096990741,56983.0096990741,0.07700430930708535
57740.221796045,105.16,-19.67,0.32,7.6767,4.3456e-07,1961.361,57740.22137937833,"Burst (245.257, -4.114)                                                         ",00727288000,247.93728,20.46462,57740.1471296296,           57750,0.0,0.0,4152.937,57751,0.0,0.0,0.0,0.0,110 ,1294.937,4584.0,0.0,2099.2,2858.0,3,39.55037,0,Y,37.88739,2,0,6,00086034006,86034,Swift                       ,1,3.17.08                                                                         ,164.77892,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_3                    ,57740.1866203704,727288,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57740.1471296296,57740.1471296296,0.07424974872992607
58056.72899447,74.09,-19.55,0.096,6.0863,7.547e-08,50.60793,58056.72856622926,GRB171027a                                                                      ,00783479007,61.68578,-2.58605,58056.9992708333,           58067,4883.643,4948.0,5000.0,58067,1733.99868,942.20127,4979.99591,5922.19718,112 ,0.0,7464.0,0.0,5945.6,5000.0,4,-37.29331,0,Y,193.87641,15,7,7,00783479007,783479,Swift                       ,1,3.17.15                                                                         ,139.05983,0.26506,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,   58057.7678125,783479,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.0,0.0,0.0,0.0,4883.643,0.0,0.0,58056.9992708333,58056.9992708333,0.2707046040377463
55161.332925491,83.25,-19.27,0.192,6.1876,2.2404e-07,305.8758,55161.33253197248,GRB091127                                                                       ,00377179000,36.56549,-18.95486,55162.9651967593,           57506,769.493,717.426,6357.178,55173,1680.0,105.60006,2389.99934,2495.5994,112 ,1601.178,3328.0,0.0,4600.0,4756.0,1,-66.75385,0,Y,197.38585,9,0,0,00377179000,377179,Swift                       ,1,3.17.03                                                                         ,215.05092,0.70293,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    , 55163.091400463,377179,Y,0.0,0.0,0.0,0.0,199.784,0.0,0.0,209.283,158.598,0.0,149.761,5.078,0.0,2.497,0.0,761.918,55162.9651967593,55162.9651967593,1.6326647868190776
54714.499248127,287.7,-18.9,0.96,4.5539,3.1709e-07,660.168,54714.498866182556,GRB080905a                                                                      ,00323870000,287.68849,-18.86865,54714.4881944444,           57314,1191.469,1127.764,4921.193,54725,0.0,237.65074,1199.94838,1437.59912,112 ,1442.193,5328.0,2356.0,2360.0,3479.0,3,-12.61275,0,Y,17.99721,10,0,0,00323870000,323870,Swift                       ,1,3.17.01                                                                         ,265.37109,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,54714.5563425926,323870,Y,19.539,0.0,0.0,0.0,96.483,0.0,39.52,703.647,39.52,19.771,209.284,2.589,0.0,1159.318,0.0,29.562,54714.4881944444,54714.4881944444,0.01067173815681599
56398.770061296,51.21,-18.25,0.192,10.6705,2.7906e-07,1137.651,56398.76965620341,GRB130408a                                                                      ,00553132008,134.35243,-32.36053,56398.4958217593,           58065,6732.106,6693.739,6755.0,56409,0.0,264.2252,6749.9625,7014.1877,112 ,0.0,20688.0,0.0,7024.0,6755.0,4,8.5491,0,Y,256.18202,9,8,8,00553132008,553132,Swift                       ,1,3.17.15                                                                         ,266.07102,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56398.7799074074,553132,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6693.739,0.0,0.0,6732.106,0.0,0.0,56398.4958217593,56398.4958217593,0.27383444410952507
57384.128616462,214.004,-17.689,0.256,5.7462,1.4889e-07,939.7919,57384.128199795334,GRB151228a                                                                      ,00668543000,206.79596,-30.20458,57384.1176273148,           57394,0.0,0.0,4350.072,57395,0.0,0.0,0.0,0.0,110 ,1202.072,6288.0,0.0,2099.2,3148.0,3,31.13904,0,Y,317.00664,5,0,0,00668543000,668543,Swift                       ,1,3.17.01                                                                         ,101.43604,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,57384.1791666667,668543,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57384.1176273148,57384.1176273148,0.010572480532573536
58628.031801524,338.02,5.45,0.896,4.0058,2.9936e-07,685.8927,58628.03137328326,GRB190519a                                                                      ,00904394003,114.71548,-38.78395,58624.0351388889,           58634,4429.486,4423.637,4460.0,58635,0.0,700.38552,4449.99148,5150.377,112 ,0.0,12800.0,0.0,5164.8,4460.0,3,-8.22653,0,Y,252.50471,10,3,3,00904394003,904394,Swift                       ,1,3.18.05                                                                         ,297.70975,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   , 58624.804525463,904394,Y,0.0,0.0,0.0,0.0,0.0,0.0,4423.637,0.0,0.0,0.0,0.0,0.0,0.0,4429.414,0.0,0.072,58624.0351388889,58624.0351388889,3.9962343943552696
58335.54347819,25.813,-17.503,0.96,4.548,2.1162e-07,404.8456,58335.54304994926,GRB180805b                                                                      ,00851855000,25.7928,-17.50591,58335.5325925926,           58345,1523.755,1481.975,5006.04,58346,709.32866,60.60374,2194.99728,2255.60102,112 ,1202.04,24.0,0.0,3172.8,3804.0,3,-74.66557,0,Y,176.74962,6,0,0,00851855000,851855,Swift                       ,1,3.18.03                                                                         ,78.70909,0.32316,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58335.5706481481,851855,Y,98.833,0.0,49.736,0.0,110.925,0.0,328.803,128.092,98.844,118.604,548.138,2.589,0.0,1323.85,0.0,197.316,58335.5325925926,58335.5325925926,0.01045735665684333
55529.652449741,157.75,-17.25,0.384,7.1727,3.9132e-07,1195.94,55529.65205622248,GRB 101129A                                                                     ,00020151001,155.94366,-17.61033,55530.1074537037,           57619,1416.363,1401.081,1434.0,55541,0.0,137.40058,1419.99934,1557.39992,112 ,0.0,4320.0,1550.0,1561.6,1434.0,3,32.70145,0,Y,260.06277,4,1,1,00020151001,20151,Swift                       ,1,3.17.06                                                                         ,120.01506,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55530.1269444444,20151,N,0.0,0.0,0.0,0.0,0.0,0.0,488.758,423.554,0.0,0.0,488.769,0.0,0.0,1401.581,0.0,14.782,55530.1074537037,55530.1074537037,0.4553974812151864
56319.743332565,251.05,-17.07,0.144,4.8473,7.5705e-08,1357.729,56319.742927472405,GRB130122a                                                                      ,00546731007,194.31319,58.97266,56320.0513773148,           58060,7374.717,7307.897,0.0,56331,1020.19952,1268.99991,7399.99443,8668.99434,112 ,0.0,25968.0,0.0,8697.6,0.0,3,58.13956,0,Y,121.51238,15,7,7,00546731007,546731,Swift                       ,1,3.17.15                                                                         ,70.55499,0.11622,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56321.0349305556,546731,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7307.897,0.0,0.0,7374.679,0.0,0.038,56320.0513773148,56320.0513773148,0.30844984239229234
56027.584724448,159.63,-17.0,1.088,4.6053,1.5098e-07,953.6964,56027.58433092949,GRB120326a                                                                      ,00518626010,273.91689,69.2599,56029.3041550926,           57946,6273.012,6395.728,6440.0,56040,1430.14364,1001.39943,6419.99651,7421.39594,112 ,0.0,20400.0,0.0,7441.6,6440.0,5,28.38709,0,Y,99.50128,10,10,10,00518626010,518626,Swift                       ,1,3.17.13                                                                         ,64.97328,0.19003,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56030.0108796296,518626,N,0.0,0.0,0.0,0.0,0.0,0.0,6395.728,0.0,0.0,0.0,0.0,0.0,0.0,6272.818,0.0,0.194,56029.3041550926,56029.3041550926,1.7198241631122073
55707.714604272,102.48,-16.42,0.448,6.4217,2.692e-07,454.9047,55707.71421075348,GRB 110519A                                                                     ,00453628002,261.63425,-23.36938,55706.0354050926,           57645,5009.519,5008.537,5119.0,55717,115.94582,829.41121,5039.99979,5869.411,112 ,0.0,17208.0,5890.0,5884.8,5119.0,3,6.5982,0,Y,2.40624,14,2,2,00453628002,453628,Swift                       ,1,3.17.06                                                                         ,125.68159,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55706.5975578704,453628,N,0.0,0.0,0.0,0.0,5008.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4983.675,0.0,25.844,55706.0354050926,55706.0354050926,1.6788056608784245
56170.901063364,144.02,-16.21,0.384,5.3308,1.2439e-07,303.38,56170.90065827141,GRB120907a                                                                      ,00532871000,74.73676,-9.33353,56177.0059490741,           57946,27534.424,27253.763,31211.577,56188,1467.01718,1962.96587,28819.99255,30782.95842,112 ,1912.577,59104.0,0.0,31777.6,29299.0,5,-29.20294,0,Y,208.48053,15,0,0,00532871000,532871,Swift                       ,1,3.17.13                                                                         ,84.31061,0.03397,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,   56177.7678125,532871,Y,2788.637,0.0,49.769,0.0,5186.576,0.0,6091.143,3182.7,6777.005,3177.933,0.0,5.078,0.0,27422.306,0.0,107.04,56177.0059490741,56177.0059490741,6.105290802690433
55256.067576777,110.14,-15.68,0.96,5.2006,1.4114e-07,550.8116,55256.067183258485,GRB100302a                                                                      ,00414592000,195.30712,74.56165,55257.8174884259,           57564,34492.228,35453.826,41140.192,55268,4133.08948,1242.60114,37244.98924,38487.59038,112 ,1442.192,115960.0,0.0,39512.0,39698.0,6,42.54979,0,Y,122.0477,24,0,0,00414592000,414592,Swift                       ,1,3.17.04                                                                         ,33.79643,0.09487,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55258.8593634259,414592,Y,4345.339,0.0,0.0,0.0,6734.287,0.0,6890.965,4164.873,7371.373,3800.092,2146.897,2.589,0.0,33937.454,0.0,552.185,55257.8174884259,55257.8174884259,1.7503051674138987
56071.133966189,358.15,-15.61,0.704,5.4878,1.2717e-07,89.2616,56071.133572670486,GRB120521c                                                                      ,00522656005,214.2612,42.12258,56070.3270833333,           57946,3803.445,3799.308,3844.0,56081,0.0,476.77081,3830.00201,4306.77282,112 ,0.0,12872.0,0.0,4328.0,3844.0,3,66.98949,0,Y,79.11255,13,5,5,00522656005,522656,Swift                       ,1,3.17.13                                                                         ,324.49104,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,56070.6975115741,522656,Y,0.0,0.0,0.0,0.0,3799.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.326,0.0,0.119,56070.3270833333,56070.3270833333,0.8064893371847575
58210.406242679,251.905,-14.963,0.448,9.7394,3.9962e-07,1239.158,58210.40581443826,"Burst (251.934, -14.968)                                                        ",00821103000,251.88168,-14.9319,58210.3953472222,           58232,3468.591,3278.177,6015.463,58221,0.0,229.59996,3479.99878,3709.59874,112 ,1201.463,12944.0,0.0,4756.8,4814.0,3,18.97286,0,Y,4.0963,8,0,0,00821103000,821103,Swift                       ,1,3.18.00                                                                         ,92.8874,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58210.5312037037,821103,Y,399.557,0.0,49.747,0.0,478.608,0.0,858.394,300.967,478.608,298.617,413.679,5.078,0.0,3435.004,0.0,28.509,58210.3953472222,58210.3953472222,0.010467216059623752
57245.848770243,186.348,-14.105,0.64,13.1274,7.8823e-07,800.9833,57245.84835357633,GRB150811a                                                                      ,00651882001,291.3326,-15.41054,57245.3512962963,           57255,7220.559,7208.247,7305.0,57256,235.00016,817.58989,7280.01833,8097.60822,112 ,0.0,24200.0,0.0,8116.8,7305.0,3,-14.33501,0,Y,22.72248,12,1,1,00651882001,651882,Swift                       ,1,3.16.09                                                                         ,273.83511,0.00687,Hea_21Dec2012_V6.13_Swift_Rel4.0(Bld29)_14Dec2012_SDCpatch_15                   ,57245.7568865741,651882,Y,0.0,0.0,0.0,0.0,1778.032,0.0,117.545,1798.653,1977.915,1536.102,0.0,0.0,0.0,7220.457,0.0,0.102,57245.3512962963,57245.3512962963,0.49705728003027616
55845.093864523,37.96,-12.53,1.472,8.6059,2.3219e-07,260.6005,55845.09347100448,GRB111008a                                                                      ,00505054004,60.47106,-32.70065,55844.9992939815,           57923,9966.087,10096.313,10154.0,55855,1374.8724,707.61915,10129.97655,10837.5957,112 ,0.0,13744.0,0.0,10856.0,10154.0,5,-48.69774,0,Y,232.59886,18,4,4,00505054004,505054,Swift                       ,1,3.17.13                                                                         ,130.27496,0.11747,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55845.9731944444,505054,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10096.313,0.0,0.0,0.0,9966.087,0.0,0.0,55844.9992939815,55844.9992939815,0.09417702298378572
56554.173382652,297.35,-11.73,0.96,7.4557,2.2887e-07,119.7571,56554.17297755941,GRB130907a                                                                      ,00569992016,215.86062,45.6633,56554.1242939815,           58078,8806.253,8738.834,7910.0,56565,5984.96656,1223.29445,8829.99313,10053.28758,112 ,0.0,17752.0,0.0,9022.4,7910.0,6,63.98502,0,Y,84.42429,9,16,16,00569992016,569992,Swift                       ,1,3.17.15                                                                         ,237.99648,0.59966,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56554.6446759259,569992,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8738.834,0.0,0.0,8806.253,0.0,0.0,56554.1242939815,56554.1242939815,0.04868357790837763
58540.515111993,224.43,-8.61,0.192,4.9068,1.4778e-07,1047.985,58540.51468375226,GRB190220a                                                                      ,00889785003,330.22781,-76.68137,58535.0427777778,           58545,4836.386,4795.448,4868.0,58546,0.0,515.00023,4849.99625,5364.99648,112 ,0.0,10520.0,0.0,5379.2,4868.0,2,-36.48127,0,Y,314.12093,11,3,3,00889785003,889785,Swift                       ,1,3.18.04                                                                         ,4.18942,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58535.5811226852,889785,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4795.448,0.0,0.0,4836.386,0.0,0.0,58535.0427777778,58535.0427777778,5.471905974460242
56941.282180105,257.939,-9.681,0.08,16.0573,3.63e-07,522.4109,56941.28177501241,GRB141015a                                                                      ,00615399000,87.49206,18.32013,56945.3730671296,           58191,5176.902,5147.629,8385.176,56956,0.0,142.44066,5204.9582,5347.39886,112 ,1590.176,19416.0,0.0,7452.8,6795.0,3,-4.62145,0,Y,189.61931,10,0,3,00049706003,49706,Swift                       ,1,3.17.16                                                                         ,91.31642,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56945.7302546296,615399,Y,899.326,0.0,0.0,0.0,899.768,0.0,0.0,908.572,771.08,619.818,1049.065,5.078,0.0,5162.546,0.0,9.278,56945.3730671296,56945.3730671296,4.091292117191188
58249.363608631,250.42,-8.18,0.128,4.2786,7.428e-08,673.1649,58249.36318039026,"Burst (276.320, -31.926)                                                        ",00831810002,276.31962,-31.9264,58248.9902430556,           58258,4659.036,4838.819,4920.0,58259,2036.08976,588.59931,4909.99773,5498.59704,112 ,0.0,15768.0,0.0,5513.6,4920.0,3,-8.92298,0,Y,1.53019,10,2,2,00831810002,831810,Swift                       ,1,3.18.01                                                                         ,109.89547,0.34318,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_15                   ,58249.2802893519,831810,Y,899.337,0.0,0.0,0.0,0.0,0.0,1144.467,306.605,1567.657,899.779,20.974,0.0,0.0,4658.911,0.0,0.125,58248.9902430556,58248.9902430556,0.37293733465776313
55759.180447457,308.47,-7.85,0.112,10.9482,1.4326e-07,459.3614,55759.180053938486,GRB110709b                                                                      ,00456967009,164.63481,-23.42436,55759.0506828704,           57924,9401.705,9384.779,9602.0,55770,0.0,1928.56883,9434.99275,11363.56158,112 ,0.0,22624.0,11470.0,11395.2,9602.0,2,32.566,0,Y,271.9403,16,9,9,00456967009,456967,Swift                       ,1,3.17.13                                                                         ,300.50228,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,55759.8240277778,456967,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9384.779,0.0,0.0,0.0,0.0,9401.477,0.0,0.228,55759.0506828704,55759.0506828704,0.1293710680838558
57604.967752555,93.26,-7.66,0.192,7.171,1.3102e-07,1736.739,57604.96733588833,GRB160804a                                                                      ,00707231001,221.57138,10.01567,57604.1784837963,           57614,16451.185,16287.314,16546.0,57615,4381.41954,1852.78425,16499.99064,18352.7749,112 ,0.0,34984.0,0.0,18406.4,16546.0,3,57.99143,0,Y,6.12539,15,1,1,00707231001,707231,Swift                       ,1,3.17.06                                                                         ,286.46614,0.24152,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,57606.6960069444,707231,Y,2010.297,0.0,0.0,0.0,3554.498,0.0,2463.684,909.874,3546.256,1623.88,2178.825,0.0,0.0,16450.705,0.0,0.48,57604.1784837963,57604.1784837963,0.7888520920314477
56506.730472257,80.28,-7.62,0.064,5.1136,1.2046e-07,366.493,56506.730067164404,GRB 130803A                                                                     ,00565263000,220.21961,-2.44677,56507.4076851852,           58075,5384.085,5188.186,9907.099,56518,1512.21712,547.99952,6519.9975,7067.99702,112 ,1202.099,23280.0,0.0,8516.8,8705.0,3,50.3757,0,Y,348.98411,6,0,0,00565263000,565263,Swift                       ,1,3.17.15                                                                         ,287.6231,0.17361,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,   56507.6578125,565263,Y,419.328,0.0,49.781,0.0,1111.313,0.0,649.32,1169.578,800.438,419.328,569.1,5.078,0.0,5351.921,0.0,27.086,56507.4076851852,56507.4076851852,0.677618020796217
55500.624684339,184.12,-7.47,0.384,5.2254,1.5108e-07,327.5499,55500.62429082049,GRB101023a                                                                      ,00436981009,317.79547,-65.37218,55500.6972222222,           57618,9733.309,9725.309,9879.0,55511,172.41794,698.59362,3794.99708,4493.5907,112 ,0.0,33072.0,11036.0,11107.2,9879.0,6,-38.82118,0,Y,328.93911,15,9,9,00436981009,436981,Swift                       ,1,3.17.06                                                                         ,244.61978,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,55501.2920023148,436981,N,0.0,0.0,0.0,0.0,0.0,0.0,3764.906,0.0,0.0,5960.403,0.0,0.0,0.0,9733.309,0.0,0.0,55500.6972222222,55500.6972222222,0.07293140171532286
59033.341430681,245.91,-7.37,0.704,7.6127,3.903e-07,314.1826,59033.34100244026,"Burst (123.555, -14.494)                                                        ",00980421000,122.73455,-34.10057,59031.5201273148,           59041,0.0,0.0,4051.912,59042,0.0,0.0,0.0,0.0,110 ,1185.912,1816.0,0.0,2099.2,2866.0,1,-0.29232,0,Y,251.78631,8,0,0,00980421000,980421,Swift                       ,1,3.18.12                                                                         ,337.75775,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_17                   ,59031.6090046296,980421,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59031.5201273148,59031.5201273148,1.8208751254642266
57595.065367108,98.821,-6.644,0.768,9.8516,5.0891e-07,831.6712,57595.06495044133,"Burst (98.821, -6.645)                                                          ",00706052000,72.19904,21.10033,57595.0543981481,           57605,0.0,0.0,5026.853,57606,0.0,0.0,0.0,0.0,110 ,1200.853,1872.0,0.0,2099.2,3826.0,2,-15.02637,0,Y,179.12753,5,0,3,00092248003,92248,Swift                       ,1,3.17.06                                                                         ,70.10706,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_2                    ,57595.0824537037,706052,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57595.0543981481,57595.0543981481,0.010552293228101917
56416.313928079,347.952,-5.739,0.384,24.1922,1.4644e-06,1399.5,56416.313522986406,GRB130427a                                                                      ,00554620032,173.10313,27.70157,56416.3972106481,           58066,4904.287,4850.69,4924.0,56427,57.67262,478.00082,4909.99782,5387.99864,112 ,0.0,10120.0,0.0,5400.0,4924.0,2,72.47172,0,Y,206.49406,8,32,32,00554620032,554620,Swift                       ,1,3.17.15                                                                         ,317.01229,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_14                   ,56416.7187384259,554620,Y,1241.303,0.0,0.0,0.0,0.0,0.0,1241.325,1126.737,0.0,0.0,1241.325,0.0,0.0,4904.287,0.0,0.0,56416.3972106481,56416.3972106481,0.08368766169587616
57287.23436431,294.381,-5.486,0.144,11.8018,3.448e-07,670.3316,57287.23394764333,GRB150910a                                                                      ,00655097013,5.65509,33.42828,57285.0805324074,           57295,4473.127,4423.715,4516.0,57296,3412.79788,886.40129,4500.01689,5386.41818,112 ,0.0,10800.0,0.0,5404.8,4516.0,2,-29.05839,0,Y,116.0551,9,13,13,00655097013,655097,Swift                       ,1,3.17.01                                                                         ,14.66033,0.66666,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_0                    ,57285.5038888889,655097,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423.715,0.0,0.0,0.0,4472.973,0.0,0.154,57285.0805324074,57285.0805324074,2.153415235930879
56223.322418353,313.86,-4.38,0.512,5.3505,4.4359e-07,2015.308,56223.322013260404,GRB121024a                                                                      ,00536580000,70.46423,-12.28014,56224.1113425926,           57931,9673.731,8231.797,15545.142,56235,960.0,574.99986,10579.99686,11154.99672,112 ,1447.142,24600.0,0.0,12620.8,14098.0,5,-34.25599,0,Y,209.50447,18,0,0,00536580000,536580,Swift                       ,1,3.17.13                                                                         ,118.8123,0.09074,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_10                   ,    56224.431875,536580,Y,992.047,0.0,49.77,0.0,1702.722,0.0,1761.042,948.755,1838.184,939.277,0.0,2.589,0.0,9424.398,0.0,246.744,56224.1113425926,56224.1113425926,0.7893293321976671
58935.872779691,236.54,-4.217,0.64,8.9296,4.6883e-07,1128.322,58935.87235145026,GRB200325b                                                                      ,00020978001,167.47667,27.82895, 58934.801087963,           58944,1075.277,1060.749,1104.0,58945,57.87252,728.60058,1084.99698,1813.59756,112 ,0.0,0.0,0.0,1832.0,1104.0,0,67.50994,0,Y,205.24639,9,1,1,00020978001,20978,Swift                       ,1,3.18.11                                                                         ,326.73697,0.0,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   , 58935.066712963,20978,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.749,0.0,0.0,1075.159,0.0,0.118,58934.801087963,58934.801087963,1.0712634872616036
55213.879394252,11.26,-1.594,0.256,5.2259,1.9755e-07,240.0334,55213.87900073348,GRB100117a                                                                      ,00382941000,11.26953,-1.57261,55213.8683680556,           57562,32054.475,32024.394,37408.405,55224,10784.2875,2654.44176,42719.94818,45374.38994,112 ,1142.405,46432.0,46314.0,46340.8,36266.0,7,-64.39891,0,Y,119.25168,18,0,0,00382941000,382941,Swift                       ,1,3.17.04                                                                         ,248.87978,0.25244,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_1                    ,55214.9744560185,382941,Y,4908.656,0.0,49.769,0.0,4174.912,0.0,5137.964,3824.44,6615.052,4193.226,3120.375,2.589,0.0,31804.353,0.0,247.533,55213.8683680556,55213.8683680556,0.010632677884132136
58664.256924989,306.98,-1.33,0.224,8.4992,2.6877e-07,363.7525,58664.25649674826,"Burst (223.669, 41.521)                                                         ",00912102000,223.67962,41.51333,58664.2389583333,           58674,70.039,75.311,1992.2,58675,193.5268,38.20068,224.9993,263.19998,112 ,482.2,3888.0,0.0,2099.2,1510.0,2,60.99003,0,Y,70.64519,7,0,0,00912102000,912102,Swift                       ,1,3.18.06                                                                         ,310.35568,0.86012,Hea_27Jul2015_V6.17_Swift_Rel4.5(Bld34)_27Jul2015_SDCpatch_16                   ,58664.3255671296,912102,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433,0.0,0.0,65.878,5.078,0.0,0.0,0.0,64.961,58664.2389583333,58664.2389583333,0.017538414962473325
