#Redshift Merger_Rate_Density[Gpc^-3yr^-1]
7.575757575757524620e-02 1.518530136981321554e+00
2.272727272727266268e-01 2.098736920204941292e+00
3.787878787878780074e-01 2.170759287061443388e+00
5.303030303030293879e-01 2.427453011384345771e+00
6.818181818181816567e-01 3.485740354189888812e+00
8.333333333333330373e-01 3.791459854628056458e+00
9.848484848484844179e-01 4.599099575159759645e+00
1.136363636363635798e+00 4.983032053689803398e+00
1.287878787878787179e+00 5.527929299472340574e+00
1.439393939393939448e+00 6.283391963509280309e+00
1.590909090909090828e+00 7.201146496557503163e+00
1.742424242424242209e+00 8.127711264446197958e+00
1.893939393939393590e+00 9.170167492564749168e+00
2.045454545454544970e+00 9.751541855166268036e+00
2.196969696969696351e+00 1.026191889667108548e+01
2.348484848484847731e+00 1.037025827313220461e+01
2.500000000000000000e+00 1.063742818936783330e+01
2.651515151515151381e+00 1.045634236728250599e+01
2.803030303030302761e+00 1.029644503369232211e+01
2.954545454545454142e+00 1.000762557845487599e+01
3.106060606060605522e+00 9.489928421479341125e+00
3.257575757575756903e+00 8.740323140722647821e+00
3.409090909090908283e+00 8.266920127695366105e+00
3.560606060606060552e+00 7.595325586885351754e+00
3.712121212121211933e+00 6.835995742104771011e+00
3.863636363636363313e+00 6.173433962389426988e+00
4.015151515151514694e+00 5.586594056575248324e+00
4.166666666666666075e+00 5.124932277291742722e+00
4.318181818181818343e+00 4.622843021621795501e+00
4.469696969696969724e+00 4.159341922716572881e+00
4.621212121212121104e+00 3.790135487880744947e+00
4.772727272727272485e+00 3.544242889715127909e+00
4.924242424242423866e+00 3.281948806683811615e+00
5.075757575757575246e+00 3.026721127609307338e+00
5.227272727272726627e+00 2.840160455101475190e+00
5.378787878787878896e+00 2.705441009777609818e+00
5.530303030303030276e+00 2.618552583894287356e+00
5.681818181818181657e+00 2.563811134899284028e+00
5.833333333333333037e+00 2.584105786929387527e+00
5.984848484848484418e+00 2.748605145609878342e+00
6.136363636363635798e+00 2.996138031353193565e+00
6.287878787878787179e+00 3.328640805650955770e+00
6.439393939393939448e+00 3.776314502578036247e+00
6.590909090909090828e+00 4.228604385585017056e+00
6.742424242424242209e+00 4.619908616172250682e+00
6.893939393939393590e+00 4.845272960454309441e+00
7.045454545454544970e+00 5.084728630651338399e+00
7.196969696969697239e+00 5.125232091393022493e+00
7.348484848484847731e+00 5.102292546585865729e+00
7.500000000000000000e+00 4.880026408480883759e+00
7.651515151515150492e+00 4.663618327486711124e+00
7.803030303030302761e+00 4.415451517961173522e+00
7.954545454545455030e+00 4.204344168991948294e+00
8.106060606060605522e+00 3.996664733308561424e+00
8.257575757575757791e+00 3.790214395602767627e+00
8.409090909090908283e+00 3.673871375471667200e+00
8.560606060606060552e+00 3.492134025245428042e+00
8.712121212121212821e+00 3.342086398750130805e+00
8.863636363636363313e+00 3.186389275319345238e+00
9.015151515151515582e+00 3.068453665509226713e+00
9.166666666666666075e+00 2.906869725658933756e+00
9.318181818181818343e+00 2.769050277584190756e+00
9.469696969696968836e+00 2.686688234437886624e+00
9.621212121212121104e+00 2.524256623987106263e+00
9.772727272727273373e+00 2.442923092628856097e+00
9.924242424242423866e+00 2.305381469898304392e+00
1.007575757575757613e+01 2.238175652267710092e+00
1.022727272727272663e+01 2.092245983443504098e+00
1.037878787878787890e+01 2.025085818629146495e+00
1.053030303030302939e+01 1.899525272670887777e+00
1.068181818181818166e+01 1.752259650471077013e+00
1.083333333333333393e+01 1.648436179448190098e+00
1.098484848484848442e+01 1.515442290411839643e+00
1.113636363636363669e+01 1.335321421094540106e+00
1.128787878787878718e+01 1.167493269089631802e+00
1.143939393939393945e+01 1.034332554733605747e+00
1.159090909090908994e+01 9.243370129361404564e-01
1.174242424242424221e+01 8.202511557839199385e-01
1.189393939393939448e+01 7.576424114170668966e-01
1.204545454545454497e+01 6.657199312318169415e-01
1.219696969696969724e+01 6.291946113190219902e-01
1.234848484848484773e+01 5.754969353769304741e-01
1.250000000000000000e+01 5.313215469425244253e-01
1.265151515151515227e+01 4.872468021076142852e-01
1.280303030303030276e+01 4.625166997726711804e-01
1.295454545454545503e+01 4.352330595808742708e-01
1.310606060606060552e+01 4.180622018288496222e-01
1.325757575757575779e+01 3.964391257145535863e-01
1.340909090909091006e+01 3.697735356157310638e-01
1.356060606060606055e+01 3.644976468577666440e-01
1.371212121212121104e+01 3.438871073185976179e-01
1.386363636363636331e+01 3.351601442716450330e-01
1.401515151515151558e+01 3.041696434942809946e-01
1.416666666666666607e+01 2.855300734773333904e-01
1.431818181818181834e+01 2.175818952954489127e-01
1.446969696969696884e+01 6.523260398738896237e-02
1.462121212121212110e+01 1.962487530475735559e-03
1.477272727272727337e+01 0.000000000000000000e+00
1.492424242424242387e+01 0.000000000000000000e+00
