filename,model,population,alpha,alpha_value,series,compact_object,eos,spin_assumption,n_redshift_points,z_min,z_max
delayed_A0_5_NSBH_DD2_fixed_chi_0.csv,SND,delayed,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A0_5_NSBH_DD2_uniform_chi_0_1.csv,SND,delayed,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A0_5_NSBH_SFHo_fixed_chi_0.csv,SND,delayed,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,SND,delayed,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_BNS.csv,SND,delayed,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_NSBH_uncut.csv,SND,delayed,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_NSBH_DD2_fixed_chi_0.csv,SND,delayed,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_NSBH_DD2_uniform_chi_0_1.csv,SND,delayed,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_NSBH_SFHo_fixed_chi_0.csv,SND,delayed,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,SND,delayed,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_BNS.csv,SND,delayed,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_NSBH_uncut.csv,SND,delayed,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_NSBH_DD2_fixed_chi_0.csv,SND,delayed,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_NSBH_DD2_uniform_chi_0_1.csv,SND,delayed,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_NSBH_SFHo_fixed_chi_0.csv,SND,delayed,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,SND,delayed,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_BNS.csv,SND,delayed,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_NSBH_uncut.csv,SND,delayed,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_NSBH_DD2_fixed_chi_0.csv,SND,delayed,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_NSBH_DD2_uniform_chi_0_1.csv,SND,delayed,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_NSBH_SFHo_fixed_chi_0.csv,SND,delayed,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
delayed_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,SND,delayed,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_BNS.csv,F19,farmer19,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_NSBH_uncut.csv,F19,farmer19,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_NSBH_DD2_fixed_chi_0.csv,F19,farmer19,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_NSBH_DD2_uniform_chi_0_1.csv,F19,farmer19,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_NSBH_SFHo_fixed_chi_0.csv,F19,farmer19,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,F19,farmer19,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_BNS.csv,F19,farmer19,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_NSBH_uncut.csv,F19,farmer19,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_NSBH_DD2_fixed_chi_0.csv,F19,farmer19,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_NSBH_DD2_uniform_chi_0_1.csv,F19,farmer19,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_NSBH_SFHo_fixed_chi_0.csv,F19,farmer19,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,F19,farmer19,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_BNS.csv,F19,farmer19,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_NSBH_uncut.csv,F19,farmer19,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_NSBH_DD2_fixed_chi_0.csv,F19,farmer19,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_NSBH_DD2_uniform_chi_0_1.csv,F19,farmer19,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_NSBH_SFHo_fixed_chi_0.csv,F19,farmer19,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,F19,farmer19,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_BNS.csv,F19,farmer19,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_NSBH_uncut.csv,F19,farmer19,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_NSBH_DD2_fixed_chi_0.csv,F19,farmer19,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_NSBH_DD2_uniform_chi_0_1.csv,F19,farmer19,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_NSBH_SFHo_fixed_chi_0.csv,F19,farmer19,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
farmer19_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,F19,farmer19,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_BNS.csv,F,fiducial,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_NSBH_uncut.csv,F,fiducial,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_NSBH_DD2_fixed_chi_0.csv,F,fiducial,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_NSBH_DD2_uniform_chi_0_1.csv,F,fiducial,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_NSBH_SFHo_fixed_chi_0.csv,F,fiducial,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,F,fiducial,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_BNS.csv,F,fiducial,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_NSBH_uncut.csv,F,fiducial,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_NSBH_DD2_fixed_chi_0.csv,F,fiducial,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_NSBH_DD2_uniform_chi_0_1.csv,F,fiducial,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_NSBH_SFHo_fixed_chi_0.csv,F,fiducial,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,F,fiducial,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_BNS.csv,F,fiducial,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_NSBH_uncut.csv,F,fiducial,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_NSBH_DD2_fixed_chi_0.csv,F,fiducial,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_NSBH_DD2_uniform_chi_0_1.csv,F,fiducial,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_NSBH_SFHo_fixed_chi_0.csv,F,fiducial,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,F,fiducial,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_BNS.csv,F,fiducial,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_NSBH_uncut.csv,F,fiducial,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_NSBH_DD2_fixed_chi_0.csv,F,fiducial,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_NSBH_DD2_uniform_chi_0_1.csv,F,fiducial,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_NSBH_SFHo_fixed_chi_0.csv,F,fiducial,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,F,fiducial,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_BNS.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_NSBH_uncut.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_NSBH_DD2_fixed_chi_0.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_NSBH_DD2_uniform_chi_0_1.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_NSBH_SFHo_fixed_chi_0.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,F5M,fiducial_5M,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_BNS.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_NSBH_uncut.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_NSBH_DD2_fixed_chi_0.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_NSBH_DD2_uniform_chi_0_1.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_NSBH_SFHo_fixed_chi_0.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,F5M,fiducial_5M,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_BNS.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_NSBH_uncut.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_NSBH_DD2_fixed_chi_0.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_NSBH_DD2_uniform_chi_0_1.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_NSBH_SFHo_fixed_chi_0.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,F5M,fiducial_5M,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_BNS.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_NSBH_uncut.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_NSBH_DD2_fixed_chi_0.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_NSBH_DD2_uniform_chi_0_1.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_NSBH_SFHo_fixed_chi_0.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fiducial_5M_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,F5M,fiducial_5M,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_BNS.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_NSBH_uncut.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_NSBH_DD2_fixed_chi_0.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_NSBH_DD2_uniform_chi_0_1.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_NSBH_SFHo_fixed_chi_0.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,RBSE,fmtbse,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_BNS.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_NSBH_uncut.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_NSBH_DD2_fixed_chi_0.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_NSBH_DD2_uniform_chi_0_1.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_NSBH_SFHo_fixed_chi_0.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,RBSE,fmtbse,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A3_0_BNS.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A3_0_NSBH_uncut.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A3_0_NSBH_DD2_fixed_chi_0.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A3_0_NSBH_DD2_uniform_chi_0_1.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
