filename,model,population,alpha,alpha_value,series,compact_object,eos,spin_assumption,n_redshift_points,z_min,z_max
fmtbse_A3_0_NSBH_SFHo_fixed_chi_0.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,RBSE,fmtbse,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_BNS.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_NSBH_uncut.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_NSBH_DD2_fixed_chi_0.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_NSBH_DD2_uniform_chi_0_1.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_NSBH_SFHo_fixed_chi_0.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
fmtbse_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,RBSE,fmtbse,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_BNS.csv,K150,kick150,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_NSBH_uncut.csv,K150,kick150,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_NSBH_DD2_fixed_chi_0.csv,K150,kick150,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_NSBH_DD2_uniform_chi_0_1.csv,K150,kick150,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_NSBH_SFHo_fixed_chi_0.csv,K150,kick150,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,K150,kick150,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_BNS.csv,K150,kick150,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_NSBH_uncut.csv,K150,kick150,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_NSBH_DD2_fixed_chi_0.csv,K150,kick150,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_NSBH_DD2_uniform_chi_0_1.csv,K150,kick150,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_NSBH_SFHo_fixed_chi_0.csv,K150,kick150,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,K150,kick150,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_BNS.csv,K150,kick150,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_NSBH_uncut.csv,K150,kick150,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_NSBH_DD2_fixed_chi_0.csv,K150,kick150,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_NSBH_DD2_uniform_chi_0_1.csv,K150,kick150,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_NSBH_SFHo_fixed_chi_0.csv,K150,kick150,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,K150,kick150,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_BNS.csv,K150,kick150,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_NSBH_uncut.csv,K150,kick150,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_NSBH_DD2_fixed_chi_0.csv,K150,kick150,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_NSBH_DD2_uniform_chi_0_1.csv,K150,kick150,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_NSBH_SFHo_fixed_chi_0.csv,K150,kick150,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick150_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,K150,kick150,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_BNS.csv,K265,kick265,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_NSBH_uncut.csv,K265,kick265,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_NSBH_DD2_fixed_chi_0.csv,K265,kick265,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_NSBH_DD2_uniform_chi_0_1.csv,K265,kick265,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_NSBH_SFHo_fixed_chi_0.csv,K265,kick265,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,K265,kick265,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_BNS.csv,K265,kick265,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_NSBH_uncut.csv,K265,kick265,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_NSBH_DD2_fixed_chi_0.csv,K265,kick265,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_NSBH_DD2_uniform_chi_0_1.csv,K265,kick265,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_NSBH_SFHo_fixed_chi_0.csv,K265,kick265,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,K265,kick265,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_BNS.csv,K265,kick265,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_NSBH_uncut.csv,K265,kick265,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_NSBH_DD2_fixed_chi_0.csv,K265,kick265,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_NSBH_DD2_uniform_chi_0_1.csv,K265,kick265,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_NSBH_SFHo_fixed_chi_0.csv,K265,kick265,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,K265,kick265,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_BNS.csv,K265,kick265,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_NSBH_uncut.csv,K265,kick265,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_NSBH_DD2_fixed_chi_0.csv,K265,kick265,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_NSBH_DD2_uniform_chi_0_1.csv,K265,kick265,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_NSBH_SFHo_fixed_chi_0.csv,K265,kick265,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
kick265_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,K265,kick265,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_BNS.csv,LK,klencki,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_NSBH_uncut.csv,LK,klencki,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_NSBH_DD2_fixed_chi_0.csv,LK,klencki,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_NSBH_DD2_uniform_chi_0_1.csv,LK,klencki,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_NSBH_SFHo_fixed_chi_0.csv,LK,klencki,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,LK,klencki,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_BNS.csv,LK,klencki,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_NSBH_uncut.csv,LK,klencki,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_NSBH_DD2_fixed_chi_0.csv,LK,klencki,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_NSBH_DD2_uniform_chi_0_1.csv,LK,klencki,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_NSBH_SFHo_fixed_chi_0.csv,LK,klencki,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,LK,klencki,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_BNS.csv,LK,klencki,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_NSBH_uncut.csv,LK,klencki,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_NSBH_DD2_fixed_chi_0.csv,LK,klencki,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_NSBH_DD2_uniform_chi_0_1.csv,LK,klencki,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_NSBH_SFHo_fixed_chi_0.csv,LK,klencki,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,LK,klencki,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_BNS.csv,LK,klencki,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_NSBH_uncut.csv,LK,klencki,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_NSBH_DD2_fixed_chi_0.csv,LK,klencki,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_NSBH_DD2_uniform_chi_0_1.csv,LK,klencki,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_NSBH_SFHo_fixed_chi_0.csv,LK,klencki,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
klencki_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,LK,klencki,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_BNS.csv,LC,l01,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_NSBH_uncut.csv,LC,l01,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_NSBH_DD2_fixed_chi_0.csv,LC,l01,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_NSBH_DD2_uniform_chi_0_1.csv,LC,l01,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_NSBH_SFHo_fixed_chi_0.csv,LC,l01,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,LC,l01,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_BNS.csv,LC,l01,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_NSBH_uncut.csv,LC,l01,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_NSBH_DD2_fixed_chi_0.csv,LC,l01,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_NSBH_DD2_uniform_chi_0_1.csv,LC,l01,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_NSBH_SFHo_fixed_chi_0.csv,LC,l01,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,LC,l01,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_BNS.csv,LC,l01,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_NSBH_uncut.csv,LC,l01,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_NSBH_DD2_fixed_chi_0.csv,LC,l01,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_NSBH_DD2_uniform_chi_0_1.csv,LC,l01,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_NSBH_SFHo_fixed_chi_0.csv,LC,l01,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,LC,l01,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_BNS.csv,LC,l01,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_NSBH_uncut.csv,LC,l01,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_NSBH_DD2_fixed_chi_0.csv,LC,l01,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_NSBH_DD2_uniform_chi_0_1.csv,LC,l01,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_NSBH_SFHo_fixed_chi_0.csv,LC,l01,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
l01_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,LC,l01,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_BNS.csv,NT,no_tides,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_NSBH_uncut.csv,NT,no_tides,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_NSBH_DD2_fixed_chi_0.csv,NT,no_tides,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_NSBH_DD2_uniform_chi_0_1.csv,NT,no_tides,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_NSBH_SFHo_fixed_chi_0.csv,NT,no_tides,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,NT,no_tides,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_BNS.csv,NT,no_tides,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_NSBH_uncut.csv,NT,no_tides,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_NSBH_DD2_fixed_chi_0.csv,NT,no_tides,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_NSBH_DD2_uniform_chi_0_1.csv,NT,no_tides,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_NSBH_SFHo_fixed_chi_0.csv,NT,no_tides,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,NT,no_tides,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_BNS.csv,NT,no_tides,A3_0,3.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_NSBH_uncut.csv,NT,no_tides,A3_0,3.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_NSBH_DD2_fixed_chi_0.csv,NT,no_tides,A3_0,3.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_NSBH_DD2_uniform_chi_0_1.csv,NT,no_tides,A3_0,3.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_NSBH_SFHo_fixed_chi_0.csv,NT,no_tides,A3_0,3.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A3_0_NSBH_SFHo_uniform_chi_0_1.csv,NT,no_tides,A3_0,3.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_BNS.csv,NT,no_tides,A5_0,5.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_NSBH_uncut.csv,NT,no_tides,A5_0,5.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_NSBH_DD2_fixed_chi_0.csv,NT,no_tides,A5_0,5.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_NSBH_DD2_uniform_chi_0_1.csv,NT,no_tides,A5_0,5.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_NSBH_SFHo_fixed_chi_0.csv,NT,no_tides,A5_0,5.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_A5_0_NSBH_SFHo_uniform_chi_0_1.csv,NT,no_tides,A5_0,5.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_BNS.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_NSBH_uncut.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_NSBH_DD2_fixed_chi_0.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_NSBH_DD2_uniform_chi_0_1.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_NSBH_SFHo_fixed_chi_0.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A0_5_NSBH_SFHo_uniform_chi_0_1.csv,NTC,no_tides_pericirc,A0_5,5.000000000000e-01,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_BNS.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,BNS,BNS,,,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_NSBH_uncut.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,NSBH,NSBH,,uncut,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_NSBH_DD2_fixed_chi_0.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,NSBH DD2 fixed chi,NSBH,DD2,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_NSBH_DD2_uniform_chi_0_1.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,NSBH DD2 uniform chi,NSBH,DD2,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_NSBH_SFHo_fixed_chi_0.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,NSBH SFHo fixed chi,NSBH,SFHo,fixed_chi_0,750,1.000000000000e-02,1.499000000000e+01
no_tides_pericirc_A1_0_NSBH_SFHo_uniform_chi_0_1.csv,NTC,no_tides_pericirc,A1_0,1.000000000000e+00,NSBH SFHo uniform chi,NSBH,SFHo,uniform_chi_0_1,750,1.000000000000e-02,1.499000000000e+01
